model,processing,cycle,variant,dataset,class_id,class_name,AP,recall_0.1,specificity_0.1,precision_0.1,f1_0.1,max_recall,best_thresh,spec_at_best_thresh
rtdetr,clahe,3,scratch,val,2,Western_Leopard_Toad,0.0,0.0,0.8846348884381339,0.0,0.0,0.0,0.0,0.0
rtdetr,clahe,4,pretrained,test,0,Other_Amphibian,0.0,0.0,0.7560712358337831,0.0,0.0,1.0,0.01,0.0
rtdetr,clahe,4,pretrained,test,1,Small_Mammal,0.0,0.0,0.9997302764666217,0.0,0.0,0.0,0.0,0.0
rtdetr,clahe,4,pretrained,test,2,Western_Leopard_Toad,0.5,1.0,0.9705961694092258,0.0045662100456621,0.00909090909090909,1.0,0.92,0.9987860803884543
rtdetr,clahe,4,pretrained,val,0,Other_Amphibian,0.0,0.0,0.6196754563894523,0.0,0.0,0.0,0.0,0.0
rtdetr,clahe,4,pretrained,val,1,Small_Mammal,0.0,0.0,0.9994929006085193,0.0,0.0,0.0,0.0,0.0
rtdetr,clahe,4,pretrained,val,2,Western_Leopard_Toad,0.0,0.0,0.9622210953346856,0.0,0.0,0.0,0.0,0.0
rtdetr,clahe,4,scratch,test,0,Other_Amphibian,0.0,0.0,0.46208850512682137,0.0,0.0,1.0,0.04,0.011467889908256881
rtdetr,clahe,4,scratch,test,1,Small_Mammal,0.0,0.0,0.9983816587997303,0.0,0.0,0.0,0.0,0.0
rtdetr,clahe,4,scratch,test,2,Western_Leopard_Toad,0.3333333333333333,1.0,0.8790126787159428,0.0011135857461024498,0.002224694104560623,1.0,0.89,0.9997302400863232
rtdetr,clahe,4,scratch,val,0,Other_Amphibian,0.0,0.0,0.6772312373225152,0.0,0.0,0.0,0.0,0.0
rtdetr,clahe,4,scratch,val,1,Small_Mammal,0.0,0.0,0.9964503042596349,0.0,0.0,0.0,0.0,0.0
rtdetr,clahe,4,scratch,val,2,Western_Leopard_Toad,0.0,0.0,0.9442190669371197,0.0,0.0,0.0,0.0,0.0
rtdetr,plain,0,pretrained,test,0,Other_Amphibian,0.0,0.0,0.6056395035078251,0.0,0.0,1.0,0.01,0.0
rtdetr,plain,0,pretrained,test,1,Small_Mammal,0.0,0.0,0.9817936614969656,0.0,0.0,0.0,0.0,0.0
rtdetr,plain,0,pretrained,test,2,Western_Leopard_Toad,0.16666666666666666,1.0,0.47531696789857025,0.00025700334104343357,0.0005138746145940391,1.0,0.92,0.9985163204747775
rtdetr,plain,0,pretrained,val,0,Other_Amphibian,0.0,0.0,0.8397565922920892,0.0,0.0,0.0,0.0,0.0
rtdetr,plain,0,pretrained,val,1,Small_Mammal,0.0,0.0,0.9936612576064908,0.0,0.0,0.0,0.0,0.0
rtdetr,plain,0,pretrained,val,2,Western_Leopard_Toad,0.0,0.0,0.27865111561866124,0.0,0.0,0.0,0.0,0.0
rtdetr,plain,0,scratch,test,0,Other_Amphibian,0.0,0.6666666666666666,0.575148407987048,0.0006347191367819739,0.0012682308180088776,1.0,0.07,0.355774419859687
rtdetr,plain,0,scratch,test,1,Small_Mammal,0.0,0.0,0.6884693189480782,0.0,0.0,0.0,0.0,0.0
rtdetr,plain,0,scratch,test,2,Western_Leopard_Toad,0.5,1.0,0.5976530887510116,0.0003351206434316354,0.0006700167504187605,1.0,0.95,0.9987860803884543
