threshold,tp,fp,tn,fn,recall,specificity,precision,f1_score,model,processing,cycle,variant,dataset
0.2,9,742,3192,1,0.9,0.8113879003558719,0.011984021304926764,0.02365308804204993,faster_rcnn,plain,0,scratch,val
0.24,9,671,3263,1,0.9,0.8294356888662938,0.013235294117647059,0.02608695652173913,faster_rcnn,plain,0,scratch,val
0.27,9,617,3317,1,0.9,0.8431621759023894,0.01437699680511182,0.02830188679245283,faster_rcnn,plain,0,scratch,val
0.3,8,563,3371,2,0.8,0.856888662938485,0.014010507880910683,0.027538726333907054,faster_rcnn,plain,0,scratch,val
0.33,8,509,3425,2,0.8,0.8706151499745806,0.015473887814313346,0.030360531309297913,faster_rcnn,plain,0,scratch,val
0.37,8,439,3495,2,0.8,0.8884087442806304,0.017897091722595078,0.0350109409190372,faster_rcnn,plain,0,scratch,val
0.4,8,386,3548,2,0.8,0.9018810371123538,0.02030456852791878,0.039603960396039604,faster_rcnn,plain,0,scratch,val
0.43,8,344,3590,2,0.8,0.9125571936959838,0.022727272727272728,0.044198895027624314,faster_rcnn,plain,0,scratch,val
0.46,8,297,3637,2,0.8,0.9245043213014743,0.02622950819672131,0.050793650793650794,faster_rcnn,plain,0,scratch,val
0.5,8,247,3687,2,0.8,0.9372140315200813,0.03137254901960784,0.06037735849056604,faster_rcnn,plain,0,scratch,val
0.53,8,214,3720,2,0.8,0.945602440264362,0.036036036036036036,0.06896551724137931,faster_rcnn,plain,0,scratch,val
0.56,7,169,3765,3,0.7,0.9570411794611083,0.03977272727272727,0.07526881720430108,faster_rcnn,plain,0,scratch,val
0.59,6,135,3799,4,0.6,0.965683782409761,0.0425531914893617,0.07947019867549669,faster_rcnn,plain,0,scratch,val
0.63,5,92,3842,5,0.5,0.9766141331977631,0.05154639175257732,0.09345794392523363,faster_rcnn,plain,0,scratch,val
0.66,4,71,3863,6,0.4,0.981952211489578,0.05333333333333334,0.09411764705882353,faster_rcnn,plain,0,scratch,val
0.69,3,50,3884,7,0.3,0.987290289781393,0.05660377358490566,0.09523809523809525,faster_rcnn,plain,0,scratch,val
0.72,3,36,3898,7,0.3,0.990849008642603,0.07692307692307693,0.12244897959183675,faster_rcnn,plain,0,scratch,val
0.76,3,19,3915,7,0.3,0.9951703101169294,0.13636363636363635,0.18749999999999997,faster_rcnn,plain,0,scratch,val
0.79,1,14,3920,9,0.1,0.99644128113879,0.06666666666666667,0.08,faster_rcnn,plain,0,scratch,val
0.82,1,12,3922,9,0.1,0.9969496695475343,0.07692307692307693,0.08695652173913043,faster_rcnn,plain,0,scratch,val
0.85,1,11,3923,9,0.1,0.9972038637519065,0.08333333333333333,0.0909090909090909,faster_rcnn,plain,0,scratch,val
0.89,1,11,3923,9,0.1,0.9972038637519065,0.08333333333333333,0.0909090909090909,faster_rcnn,plain,0,scratch,val
0.92,0,6,3928,10,0.0,0.9984748347737672,0.0,0.0,faster_rcnn,plain,0,scratch,val
0.95,0,0,3934,10,0.0,1.0,0.0,0.0,faster_rcnn,plain,0,scratch,val
0.01,11,1991,5411,2,0.8461538461538461,0.7310186436098352,0.005494505494505495,0.010918114143920597,faster_rcnn,plain,1,pretrained,test
0.04,11,561,6841,2,0.8461538461538461,0.9242096730613347,0.019230769230769232,0.037606837606837605,faster_rcnn,plain,1,pretrained,test
0.07,11,375,7027,2,0.8461538461538461,0.9493380167522292,0.02849740932642487,0.055137844611528826,faster_rcnn,plain,1,pretrained,test
0.11,11,277,7125,2,0.8461538461538461,0.9625776817076466,0.03819444444444445,0.07308970099667775,faster_rcnn,plain,1,pretrained,test
0.14,11,236,7166,2,0.8461538461538461,0.9681167252094028,0.044534412955465584,0.08461538461538462,faster_rcnn,plain,1,pretrained,test
0.17,11,200,7202,2,0.8461538461538461,0.9729802756011888,0.052132701421800945,0.0982142857142857,faster_rcnn,plain,1,pretrained,test
0.2,10,183,7219,3,0.7692307692307693,0.9752769521750878,0.05181347150259067,0.0970873786407767,faster_rcnn,plain,1,pretrained,test
0.24,10,151,7251,3,0.7692307692307693,0.9796001080788976,0.062111801242236024,0.11494252873563217,faster_rcnn,plain,1,pretrained,test
0.27,10,128,7274,3,0.7692307692307693,0.9827073763847609,0.07246376811594203,0.13245033112582782,faster_rcnn,plain,1,pretrained,test
0.3,10,113,7289,3,0.7692307692307693,0.9847338557146718,0.08130081300813008,0.14705882352941174,faster_rcnn,plain,1,pretrained,test
0.33,10,92,7310,3,0.7692307692307693,0.9875709267765469,0.09803921568627451,0.1739130434782609,faster_rcnn,plain,1,pretrained,test
0.37,10,77,7325,3,0.7692307692307693,0.9895974061064577,0.11494252873563218,0.2,faster_rcnn,plain,1,pretrained,test
0.4,10,66,7336,3,0.7692307692307693,0.9910834909483923,0.13157894736842105,0.2247191011235955,faster_rcnn,plain,1,pretrained,test
0.43,10,58,7344,3,0.7692307692307693,0.9921642799243447,0.14705882352941177,0.2469135802469136,faster_rcnn,plain,1,pretrained,test
0.46,10,50,7352,3,0.7692307692307693,0.9932450689002972,0.16666666666666666,0.273972602739726,faster_rcnn,plain,1,pretrained,test
0.5,9,38,7364,4,0.6923076923076923,0.9948662523642259,0.19148936170212766,0.30000000000000004,faster_rcnn,plain,1,pretrained,test
0.53,9,30,7372,4,0.6923076923076923,0.9959470413401783,0.23076923076923078,0.34615384615384615,faster_rcnn,plain,1,pretrained,test
0.56,9,26,7376,4,0.6923076923076923,0.9964874358281546,0.2571428571428571,0.37499999999999994,faster_rcnn,plain,1,pretrained,test
0.59,9,20,7382,4,0.6923076923076923,0.9972980275601189,0.3103448275862069,0.4285714285714286,faster_rcnn,plain,1,pretrained,test
0.63,9,11,7391,4,0.6923076923076923,0.9985139151580654,0.45,0.5454545454545455,faster_rcnn,plain,1,pretrained,test
0.66,9,6,7396,4,0.6923076923076923,0.9991894082680357,0.6,0.6428571428571429,faster_rcnn,plain,1,pretrained,test
0.69,9,5,7397,4,0.6923076923076923,0.9993245068900297,0.6428571428571429,0.6666666666666666,faster_rcnn,plain,1,pretrained,test
0.72,9,1,7401,4,0.6923076923076923,0.999864901378006,0.9,0.7826086956521738,faster_rcnn,plain,1,pretrained,test
0.76,9,0,7402,4,0.6923076923076923,1.0,1.0,0.8181818181818181,faster_rcnn,plain,1,pretrained,test
0.79,9,0,7402,4,0.6923076923076923,1.0,1.0,0.8181818181818181,faster_rcnn,plain,1,pretrained,test
0.82,9,0,7402,4,0.6923076923076923,1.0,1.0,0.8181818181818181,faster_rcnn,plain,1,pretrained,test
0.85,9,0,7402,4,0.6923076923076923,1.0,1.0,0.8181818181818181,faster_rcnn,plain,1,pretrained,test
0.89,7,0,7402,6,0.5384615384615384,1.0,1.0,0.7000000000000001,faster_rcnn,plain,1,pretrained,test
0.92,7,0,7402,6,0.5384615384615384,1.0,1.0,0.7000000000000001,faster_rcnn,plain,1,pretrained,test
0.95,7,0,7402,6,0.5384615384615384,1.0,1.0,0.7000000000000001,faster_rcnn,plain,1,pretrained,test
0.01,1,1123,2811,9,0.1,0.7145399084900864,0.0008896797153024911,0.0017636684303350971,faster_rcnn,plain,1,pretrained,val
0.04,0,158,3776,10,0.0,0.9598373157092018,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.07,0,68,3866,10,0.0,0.9827147941026945,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.11,0,33,3901,10,0.0,0.9916115912557194,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.14,0,23,3911,10,0.0,0.9941535332994408,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.17,0,21,3913,10,0.0,0.994661921708185,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.2,0,15,3919,10,0.0,0.9961870869344179,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.24,0,13,3921,10,0.0,0.9966954753431622,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.27,0,10,3924,10,0.0,0.9974580579562786,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.3,0,10,3924,10,0.0,0.9974580579562786,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.33,0,9,3925,10,0.0,0.9977122521606507,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.37,0,9,3925,10,0.0,0.9977122521606507,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.4,0,9,3925,10,0.0,0.9977122521606507,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.43,0,9,3925,10,0.0,0.9977122521606507,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.46,0,8,3926,10,0.0,0.9979664463650229,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.5,0,8,3926,10,0.0,0.9979664463650229,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.53,0,7,3927,10,0.0,0.998220640569395,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.56,0,6,3928,10,0.0,0.9984748347737672,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.59,0,5,3929,10,0.0,0.9987290289781393,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.63,0,3,3931,10,0.0,0.9992374173868835,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.66,0,3,3931,10,0.0,0.9992374173868835,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.69,0,1,3933,10,0.0,0.9997458057956279,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.72,0,1,3933,10,0.0,0.9997458057956279,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.76,0,1,3933,10,0.0,0.9997458057956279,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.79,0,1,3933,10,0.0,0.9997458057956279,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.82,0,1,3933,10,0.0,0.9997458057956279,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.85,0,1,3933,10,0.0,0.9997458057956279,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.89,0,1,3933,10,0.0,0.9997458057956279,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.92,0,0,3934,10,0.0,1.0,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.95,0,0,3934,10,0.0,1.0,0.0,0.0,faster_rcnn,plain,1,pretrained,val
0.01,12,2260,5142,1,0.9230769230769231,0.6946771142934343,0.00528169014084507,0.010503282275711158,faster_rcnn,plain,1,scratch,test
0.04,12,1503,5899,1,0.9230769230769231,0.7969467711429343,0.007920792079207921,0.015706806282722512,faster_rcnn,plain,1,scratch,test
0.07,12,1215,6187,1,0.9230769230769231,0.8358551742772223,0.009779951100244499,0.019354838709677417,faster_rcnn,plain,1,scratch,test
0.11,12,1028,6374,1,0.9230769230769231,0.8611186165901108,0.011538461538461539,0.022792022792022797,faster_rcnn,plain,1,scratch,test
0.14,12,911,6491,1,0.9230769230769231,0.8769251553634153,0.013001083423618635,0.02564102564102564,faster_rcnn,plain,1,scratch,test
0.17,12,830,6572,1,0.9230769230769231,0.8878681437449338,0.014251781472684086,0.02807017543859649,faster_rcnn,plain,1,scratch,test
0.2,12,764,6638,1,0.9230769230769231,0.8967846527965415,0.015463917525773196,0.030418250950570346,faster_rcnn,plain,1,scratch,test
0.24,12,671,6731,1,0.9230769230769231,0.9093488246419886,0.017569546120058566,0.034482758620689655,faster_rcnn,plain,1,scratch,test
0.27,12,620,6782,1,0.9230769230769231,0.9162388543636855,0.0189873417721519,0.037209302325581395,faster_rcnn,plain,1,scratch,test
0.3,12,582,6820,1,0.9230769230769231,0.9213726019994596,0.020202020202020204,0.03953871499176277,faster_rcnn,plain,1,scratch,test
0.33,12,549,6853,1,0.9230769230769231,0.9258308565252634,0.0213903743315508,0.04181184668989547,faster_rcnn,plain,1,scratch,test
0.37,12,514,6888,1,0.9230769230769231,0.9305593082950554,0.022813688212927757,0.04452690166975882,faster_rcnn,plain,1,scratch,test
0.4,12,494,6908,1,0.9230769230769231,0.9332612807349365,0.023715415019762844,0.04624277456647399,faster_rcnn,plain,1,scratch,test
0.43,12,472,6930,1,0.9230769230769231,0.9362334504188057,0.024793388429752067,0.048289738430583505,faster_rcnn,plain,1,scratch,test
0.46,12,456,6946,1,0.9230769230769231,0.9383950283707106,0.02564102564102564,0.04989604989604989,faster_rcnn,plain,1,scratch,test
0.5,12,428,6974,1,0.9230769230769231,0.9421777897865442,0.02727272727272727,0.052980132450331126,faster_rcnn,plain,1,scratch,test
0.53,11,408,6994,2,0.8461538461538461,0.9448797622264253,0.026252983293556086,0.05092592592592593,faster_rcnn,plain,1,scratch,test
0.56,11,388,7014,2,0.8461538461538461,0.9475817346663064,0.02756892230576441,0.05339805825242718,faster_rcnn,plain,1,scratch,test
0.59,11,374,7028,2,0.8461538461538461,0.9494731153742232,0.02857142857142857,0.055276381909547735,faster_rcnn,plain,1,scratch,test
0.63,10,352,7050,3,0.7692307692307693,0.9524452850580925,0.027624309392265192,0.05333333333333333,faster_rcnn,plain,1,scratch,test
0.66,10,334,7068,3,0.7692307692307693,0.9548770602539854,0.029069767441860465,0.05602240896358543,faster_rcnn,plain,1,scratch,test
0.69,10,317,7085,3,0.7692307692307693,0.9571737368278843,0.03058103975535168,0.05882352941176471,faster_rcnn,plain,1,scratch,test
0.72,10,281,7121,3,0.7692307692307693,0.9620372872196704,0.03436426116838488,0.06578947368421054,faster_rcnn,plain,1,scratch,test
0.76,10,204,7198,3,0.7692307692307693,0.9724398811132127,0.04672897196261682,0.08810572687224669,faster_rcnn,plain,1,scratch,test
0.79,10,133,7269,3,0.7692307692307693,0.9820318832747906,0.06993006993006994,0.12820512820512822,faster_rcnn,plain,1,scratch,test
0.82,10,64,7338,3,0.7692307692307693,0.9913536881923805,0.13513513513513514,0.22988505747126436,faster_rcnn,plain,1,scratch,test
0.85,10,23,7379,3,0.7692307692307693,0.9968927316941367,0.30303030303030304,0.43478260869565216,faster_rcnn,plain,1,scratch,test
0.89,10,2,7400,3,0.7692307692307693,0.9997298027560119,0.8333333333333334,0.8,faster_rcnn,plain,1,scratch,test
0.92,10,2,7400,3,0.7692307692307693,0.9997298027560119,0.8333333333333334,0.8,faster_rcnn,plain,1,scratch,test
0.95,6,1,7401,7,0.46153846153846156,0.999864901378006,0.8571428571428571,0.6,faster_rcnn,plain,1,scratch,test
0.01,9,1172,2762,1,0.9,0.7020843924758515,0.007620660457239628,0.015113350125944586,faster_rcnn,plain,1,scratch,val
0.04,8,531,3403,2,0.8,0.8650228774783935,0.014842300556586271,0.029143897996357013,faster_rcnn,plain,1,scratch,val
0.07,8,321,3613,2,0.8,0.918403660396543,0.0243161094224924,0.0471976401179941,faster_rcnn,plain,1,scratch,val
0.11,8,206,3728,2,0.8,0.9476359938993391,0.037383177570093455,0.07142857142857142,faster_rcnn,plain,1,scratch,val
0.14,7,159,3775,3,0.7,0.9595831215048297,0.04216867469879518,0.07954545454545454,faster_rcnn,plain,1,scratch,val
0.17,7,134,3800,3,0.7,0.9659379766141332,0.04964539007092199,0.09271523178807949,faster_rcnn,plain,1,scratch,val
0.2,7,106,3828,3,0.7,0.9730554143365532,0.061946902654867256,0.11382113821138212,faster_rcnn,plain,1,scratch,val
0.24,7,92,3842,3,0.7,0.9766141331977631,0.0707070707070707,0.12844036697247704,faster_rcnn,plain,1,scratch,val
0.27,7,79,3855,3,0.7,0.9799186578546009,0.08139534883720931,0.14583333333333334,faster_rcnn,plain,1,scratch,val
0.3,7,70,3864,3,0.7,0.9822064056939501,0.09090909090909091,0.16091954022988506,faster_rcnn,plain,1,scratch,val
0.33,7,61,3873,3,0.7,0.9844941535332994,0.10294117647058823,0.1794871794871795,faster_rcnn,plain,1,scratch,val
0.37,7,54,3880,3,0.7,0.9862735129639044,0.11475409836065574,0.1971830985915493,faster_rcnn,plain,1,scratch,val
0.4,7,50,3884,3,0.7,0.987290289781393,0.12280701754385964,0.208955223880597,faster_rcnn,plain,1,scratch,val
0.43,6,46,3888,4,0.6,0.9883070665988816,0.11538461538461539,0.1935483870967742,faster_rcnn,plain,1,scratch,val
0.46,6,42,3892,4,0.6,0.9893238434163701,0.125,0.20689655172413793,faster_rcnn,plain,1,scratch,val
0.5,6,35,3899,4,0.6,0.9911032028469751,0.14634146341463414,0.23529411764705882,faster_rcnn,plain,1,scratch,val
0.53,6,32,3902,4,0.6,0.9918657854600915,0.15789473684210525,0.25,faster_rcnn,plain,1,scratch,val
0.56,6,31,3903,4,0.6,0.9921199796644636,0.16216216216216217,0.25531914893617025,faster_rcnn,plain,1,scratch,val
0.59,6,28,3906,4,0.6,0.9928825622775801,0.17647058823529413,0.2727272727272727,faster_rcnn,plain,1,scratch,val
0.63,6,26,3908,4,0.6,0.9933909506863243,0.1875,0.2857142857142857,faster_rcnn,plain,1,scratch,val
0.66,5,24,3910,5,0.5,0.9938993390950687,0.1724137931034483,0.25641025641025644,faster_rcnn,plain,1,scratch,val
0.69,5,22,3912,5,0.5,0.9944077275038129,0.18518518518518517,0.2702702702702703,faster_rcnn,plain,1,scratch,val
0.72,4,19,3915,6,0.4,0.9951703101169294,0.17391304347826086,0.24242424242424243,faster_rcnn,plain,1,scratch,val
0.76,3,17,3917,7,0.3,0.9956786985256736,0.15,0.2,faster_rcnn,plain,1,scratch,val
0.79,3,14,3920,7,0.3,0.99644128113879,0.17647058823529413,0.22222222222222224,faster_rcnn,plain,1,scratch,val
0.82,2,12,3922,8,0.2,0.9969496695475343,0.14285714285714285,0.16666666666666666,faster_rcnn,plain,1,scratch,val
0.85,1,12,3922,9,0.1,0.9969496695475343,0.07692307692307693,0.08695652173913043,faster_rcnn,plain,1,scratch,val
0.89,1,12,3922,9,0.1,0.9969496695475343,0.07692307692307693,0.08695652173913043,faster_rcnn,plain,1,scratch,val
0.92,1,11,3923,9,0.1,0.9972038637519065,0.08333333333333333,0.0909090909090909,faster_rcnn,plain,1,scratch,val
0.95,0,9,3925,10,0.0,0.9977122521606507,0.0,0.0,faster_rcnn,plain,1,scratch,val
0.01,13,5334,2068,0,1.0,0.2793839502837071,0.0024312698709556763,0.004850746268656717,faster_rcnn,plain,2,pretrained,test
0.04,12,2443,4959,1,0.9230769230769231,0.6699540664685221,0.004887983706720978,0.009724473257698544,faster_rcnn,plain,2,pretrained,test
0.07,11,1680,5722,2,0.8461538461538461,0.7730343150499865,0.006505026611472502,0.012910798122065728,faster_rcnn,plain,2,pretrained,test
0.11,11,1163,6239,2,0.8461538461538461,0.8428803026209133,0.009369676320272573,0.01853411962931761,faster_rcnn,plain,2,pretrained,test
0.14,11,929,6473,2,0.8461538461538461,0.8744933801675223,0.011702127659574468,0.023084994753410283,faster_rcnn,plain,2,pretrained,test
0.17,11,763,6639,2,0.8461538461538461,0.8969197514185355,0.014211886304909561,0.02795425667090216,faster_rcnn,plain,2,pretrained,test
0.2,11,640,6762,2,0.8461538461538461,0.9135368819238043,0.016897081413210446,0.03313253012048193,faster_rcnn,plain,2,pretrained,test
0.24,11,535,6867,2,0.8461538461538461,0.9277222372331803,0.020146520146520148,0.03935599284436494,faster_rcnn,plain,2,pretrained,test
0.27,10,474,6928,3,0.7692307692307693,0.9359632531748177,0.02066115702479339,0.04024144869215291,faster_rcnn,plain,2,pretrained,test
0.3,10,413,6989,3,0.7692307692307693,0.944204269116455,0.02364066193853428,0.04587155963302752,faster_rcnn,plain,2,pretrained,test
0.33,10,365,7037,3,0.7692307692307693,0.9506890029721697,0.02666666666666667,0.05154639175257733,faster_rcnn,plain,2,pretrained,test
0.37,10,319,7083,3,0.7692307692307693,0.9569035395838963,0.030395136778115502,0.0584795321637427,faster_rcnn,plain,2,pretrained,test
0.4,10,283,7119,3,0.7692307692307693,0.9617670899756823,0.034129692832764506,0.06535947712418301,faster_rcnn,plain,2,pretrained,test
0.43,10,245,7157,3,0.7692307692307693,0.9669008376114564,0.0392156862745098,0.07462686567164178,faster_rcnn,plain,2,pretrained,test
0.46,10,218,7184,3,0.7692307692307693,0.9705485004052958,0.043859649122807015,0.08298755186721991,faster_rcnn,plain,2,pretrained,test
0.5,9,185,7217,4,0.6923076923076923,0.9750067549310997,0.04639175257731959,0.08695652173913045,faster_rcnn,plain,2,pretrained,test
0.53,9,156,7246,4,0.6923076923076923,0.9789246149689274,0.05454545454545454,0.10112359550561796,faster_rcnn,plain,2,pretrained,test
0.56,9,132,7270,4,0.6923076923076923,0.9821669818967846,0.06382978723404255,0.11688311688311688,faster_rcnn,plain,2,pretrained,test
0.59,9,108,7294,4,0.6923076923076923,0.985409348824642,0.07692307692307693,0.13846153846153847,faster_rcnn,plain,2,pretrained,test
0.63,9,75,7327,4,0.6923076923076923,0.9898676033504459,0.10714285714285714,0.18556701030927836,faster_rcnn,plain,2,pretrained,test
0.66,9,62,7340,4,0.6923076923076923,0.9916238854363686,0.1267605633802817,0.21428571428571425,faster_rcnn,plain,2,pretrained,test
0.69,9,45,7357,4,0.6923076923076923,0.9939205620102675,0.16666666666666666,0.26865671641791045,faster_rcnn,plain,2,pretrained,test
0.72,9,37,7365,4,0.6923076923076923,0.9950013509862199,0.1956521739130435,0.3050847457627119,faster_rcnn,plain,2,pretrained,test
0.76,9,15,7387,4,0.6923076923076923,0.9979735206700892,0.375,0.48648648648648646,faster_rcnn,plain,2,pretrained,test
0.79,9,7,7395,4,0.6923076923076923,0.9990543096460416,0.5625,0.6206896551724138,faster_rcnn,plain,2,pretrained,test
0.82,9,2,7400,4,0.6923076923076923,0.9997298027560119,0.8181818181818182,0.7500000000000001,faster_rcnn,plain,2,pretrained,test
0.85,9,0,7402,4,0.6923076923076923,1.0,1.0,0.8181818181818181,faster_rcnn,plain,2,pretrained,test
0.89,9,0,7402,4,0.6923076923076923,1.0,1.0,0.8181818181818181,faster_rcnn,plain,2,pretrained,test
0.92,9,0,7402,4,0.6923076923076923,1.0,1.0,0.8181818181818181,faster_rcnn,plain,2,pretrained,test
0.95,7,0,7402,6,0.5384615384615384,1.0,1.0,0.7000000000000001,faster_rcnn,plain,2,pretrained,test
0.01,10,2980,954,0,1.0,0.24250127097102187,0.0033444816053511705,0.006666666666666666,faster_rcnn,plain,2,pretrained,val
0.04,2,846,3088,8,0.2,0.7849517031011692,0.0023584905660377358,0.004662004662004662,faster_rcnn,plain,2,pretrained,val
0.07,1,371,3563,9,0.1,0.905693950177936,0.002688172043010753,0.005235602094240839,faster_rcnn,plain,2,pretrained,val
0.11,0,178,3756,10,0.0,0.9547534316217591,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.14,0,114,3820,10,0.0,0.971021860701576,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.17,0,84,3850,10,0.0,0.9786476868327402,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.2,0,63,3871,10,0.0,0.9839857651245552,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.24,0,43,3891,10,0.0,0.9890696492119979,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.27,0,34,3900,10,0.0,0.9913573970513472,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.3,0,26,3908,10,0.0,0.9933909506863243,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.33,0,23,3911,10,0.0,0.9941535332994408,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.37,0,18,3916,10,0.0,0.9954245043213015,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.4,0,17,3917,10,0.0,0.9956786985256736,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.43,0,15,3919,10,0.0,0.9961870869344179,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.46,0,11,3923,10,0.0,0.9972038637519065,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.5,0,10,3924,10,0.0,0.9974580579562786,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.53,0,9,3925,10,0.0,0.9977122521606507,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.56,0,6,3928,10,0.0,0.9984748347737672,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.59,0,5,3929,10,0.0,0.9987290289781393,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.63,0,3,3931,10,0.0,0.9992374173868835,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.66,0,2,3932,10,0.0,0.9994916115912558,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.69,0,2,3932,10,0.0,0.9994916115912558,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.72,0,2,3932,10,0.0,0.9994916115912558,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.76,0,2,3932,10,0.0,0.9994916115912558,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.79,0,1,3933,10,0.0,0.9997458057956279,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.82,0,1,3933,10,0.0,0.9997458057956279,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.85,0,1,3933,10,0.0,0.9997458057956279,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.89,0,1,3933,10,0.0,0.9997458057956279,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.92,0,0,3934,10,0.0,1.0,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.95,0,0,3934,10,0.0,1.0,0.0,0.0,faster_rcnn,plain,2,pretrained,val
0.01,12,2736,4666,1,0.9230769230769231,0.6303701702242637,0.004366812227074236,0.008692502716407098,faster_rcnn,plain,2,scratch,test
0.04,12,1235,6167,1,0.9230769230769231,0.8331532018373412,0.009623095429029671,0.019047619047619046,faster_rcnn,plain,2,scratch,test
0.07,12,959,6443,1,0.9230769230769231,0.8704404215077006,0.012358393408856848,0.024390243902439025,faster_rcnn,plain,2,scratch,test
0.11,12,686,6716,1,0.9230769230769231,0.9073223453120778,0.017191977077363897,0.03375527426160338,faster_rcnn,plain,2,scratch,test
0.14,12,596,6806,1,0.9230769230769231,0.9194812212915429,0.019736842105263157,0.03864734299516907,faster_rcnn,plain,2,scratch,test
0.17,12,546,6856,1,0.9230769230769231,0.9262361523912456,0.021505376344086023,0.042031523642732056,faster_rcnn,plain,2,scratch,test
0.2,12,506,6896,1,0.9230769230769231,0.9316400972710078,0.023166023166023165,0.04519774011299435,faster_rcnn,plain,2,scratch,test
0.24,11,460,6942,2,0.8461538461538461,0.9378546338827344,0.02335456475583864,0.04545454545454545,faster_rcnn,plain,2,scratch,test
0.27,11,428,6974,2,0.8461538461538461,0.9421777897865442,0.025056947608200455,0.048672566371681415,faster_rcnn,plain,2,scratch,test
0.3,11,401,7001,2,0.8461538461538461,0.9458254525803836,0.02669902912621359,0.05176470588235294,faster_rcnn,plain,2,scratch,test
0.33,11,375,7027,2,0.8461538461538461,0.9493380167522292,0.02849740932642487,0.055137844611528826,faster_rcnn,plain,2,scratch,test
0.37,11,341,7061,2,0.8461538461538461,0.953931369900027,0.03125,0.06027397260273973,faster_rcnn,plain,2,scratch,test
0.4,11,319,7083,2,0.8461538461538461,0.9569035395838963,0.03333333333333333,0.0641399416909621,faster_rcnn,plain,2,scratch,test
0.43,11,291,7111,2,0.8461538461538461,0.9606863009997298,0.03642384105960265,0.06984126984126984,faster_rcnn,plain,2,scratch,test
0.46,11,268,7134,2,0.8461538461538461,0.9637935693055931,0.03942652329749104,0.07534246575342464,faster_rcnn,plain,2,scratch,test
0.5,11,241,7161,2,0.8461538461538461,0.9674412320994326,0.04365079365079365,0.08301886792452831,faster_rcnn,plain,2,scratch,test
0.53,11,222,7180,2,0.8461538461538461,0.9700081059173197,0.04721030042918455,0.08943089430894309,faster_rcnn,plain,2,scratch,test
0.56,11,203,7199,2,0.8461538461538461,0.9725749797352067,0.0514018691588785,0.09691629955947137,faster_rcnn,plain,2,scratch,test
0.59,11,179,7223,2,0.8461538461538461,0.9758173466630641,0.05789473684210526,0.10837438423645321,faster_rcnn,plain,2,scratch,test
