threshold,tp,fp,tn,fn,recall,specificity,precision,f1_score,model,processing,cycle,variant,dataset
0.76,10,326,7076,3,0.7692307692307693,0.9559578492299379,0.02976190476190476,0.057306590257879646,faster_rcnn,clahe,0,scratch,test
0.79,10,261,7141,3,0.7692307692307693,0.9647392596595514,0.03690036900369004,0.0704225352112676,faster_rcnn,clahe,0,scratch,test
0.82,10,214,7188,3,0.7692307692307693,0.9710888948932721,0.044642857142857144,0.08438818565400845,faster_rcnn,clahe,0,scratch,test
0.85,10,163,7239,3,0.7692307692307693,0.9779789246149689,0.057803468208092484,0.10752688172043012,faster_rcnn,clahe,0,scratch,test
0.89,10,102,7300,3,0.7692307692307693,0.9862199405566063,0.08928571428571429,0.16,faster_rcnn,clahe,0,scratch,test
0.92,9,66,7336,4,0.6923076923076923,0.9910834909483923,0.12,0.20454545454545456,faster_rcnn,clahe,0,scratch,test
0.95,9,7,7395,4,0.6923076923076923,0.9990543096460416,0.5625,0.6206896551724138,faster_rcnn,clahe,0,scratch,test
0.01,10,3017,917,0,1.0,0.23309608540925267,0.003303600925008259,0.006585446163977609,faster_rcnn,clahe,0,scratch,val
0.04,10,2298,1636,0,1.0,0.41586171835282154,0.004332755632582322,0.008628127696289905,faster_rcnn,clahe,0,scratch,val
0.07,9,1876,2058,1,0.9,0.5231316725978647,0.004774535809018567,0.00949868073878628,faster_rcnn,clahe,0,scratch,val
0.11,8,1536,2398,2,0.8,0.6095577020843925,0.0051813471502590676,0.010296010296010297,faster_rcnn,clahe,0,scratch,val
0.14,8,1363,2571,2,0.8,0.6535332994407728,0.005835156819839533,0.011585807385952208,faster_rcnn,clahe,0,scratch,val
0.17,8,1237,2697,2,0.8,0.6855617691916625,0.00642570281124498,0.012749003984063747,faster_rcnn,clahe,0,scratch,val
0.2,8,1159,2775,2,0.8,0.7053889171326894,0.006855184233076264,0.013593882752761258,faster_rcnn,clahe,0,scratch,val
0.24,8,1065,2869,2,0.8,0.7292831723436706,0.007455731593662628,0.014773776546629732,faster_rcnn,clahe,0,scratch,val
0.27,8,1009,2925,2,0.8,0.7435180477885104,0.007866273352999017,0.01557935735150925,faster_rcnn,clahe,0,scratch,val
