model,processing,cycle,variant,dataset,mAP,binary_auc,binary_recall_0.1,binary_precision_0.1,binary_f1_0.1,Other_Amphibian_auc,Other_Amphibian_ap,Other_Amphibian_recall_0.1,Other_Amphibian_precision_0.1,Other_Amphibian_f1_0.1,Small_Mammal_auc,Small_Mammal_ap,Small_Mammal_recall_0.1,Small_Mammal_precision_0.1,Small_Mammal_f1_0.1,Western_Leopard_Toad_auc,Western_Leopard_Toad_ap,Western_Leopard_Toad_recall_0.1,Western_Leopard_Toad_precision_0.1,Western_Leopard_Toad_f1_0.1
yolo,clahe,4,pretrained,val,0.2677927572846505,0.6029684948687812,0.6501305483028721,0.5460526315789473,0.5935637663885578,0.5734487734487734,0.2830605425783421,0.5497835497835498,0.5046357615894039,0.5262430939226519,,0.0,0.0,0.0,0.0,0.7920960548885078,0.2525249719909589,0.660377358490566,0.13725490196078433,0.22727272727272727
yolo,clahe,4,scratch,test,0.23103073817230127,0.7057386641493459,0.7097944377267231,0.7525641025641026,0.730553827006845,0.7176887661141804,0.36564302086836,0.6256906077348067,0.7575250836120402,0.6853252647503782,0.7290090771558244,0.0625,0.5,0.5,0.5,0.7744717600768349,0.2649491936485438,0.6037735849056604,0.3137254901960784,0.4129032258064516
yolo,clahe,4,scratch,val,0.29469877300164304,0.8089478832243459,0.6501305483028721,0.9038112522686026,0.7562642369020501,0.7910170706089075,0.3470042712467387,0.6277056277056277,0.8987603305785123,0.7391673746813934,,0.0,0.0,0.0,0.0,0.8117392795883362,0.24239327475654732,0.5660377358490566,0.30303030303030304,0.39473684210526316
yolo,plain,0,pretrained,test,0.08333333333333333,0.9896909359216843,0.8461538461538461,0.04954954954954955,0.09361702127659574,0.35219913653534807,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.999325600215808,0.16666666666666666,1.0,0.017241379310344827,0.03389830508474576
yolo,plain,0,pretrained,val,0.0,0.7913065582104728,0.6,0.03896103896103896,0.07317073170731707,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
yolo,plain,0,scratch,test,0.1,0.892794047346871,0.6923076923076923,0.04205607476635514,0.07929515418502203,0.41736373448461955,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.9994604801726463,0.2,1.0,0.01639344262295082,0.03225806451612903
yolo,plain,0,scratch,val,0.0,0.6321301474326385,0.1,0.00847457627118644,0.015625,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
yolo,plain,1,pretrained,test,0.0625,0.9097852971130463,0.7692307692307693,0.06060606060606061,0.11235955056179775,0.4360496492174851,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.9990558403021311,0.125,1.0,0.06666666666666667,0.125
yolo,plain,1,pretrained,val,0.0,0.7643873919674632,0.2,0.07692307692307693,0.1111111111111111,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
yolo,plain,1,scratch,test,0.5,0.9809822709039138,0.8461538461538461,0.2894736842105263,0.43137254901960786,0.439692390717755,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.06666666666666667,0.125
yolo,plain,1,scratch,val,0.0,0.875419420437214,0.3,0.020833333333333332,0.03896103896103896,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
yolo,plain,2,pretrained,test,0.25,0.9435547565107144,0.8461538461538461,0.19298245614035087,0.3142857142857143,0.4456287101996762,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.9998651200431615,0.5,1.0,0.07692307692307693,0.14285714285714285
yolo,plain,2,pretrained,val,0.0,0.6839857651245551,0.2,0.10526315789473684,0.13793103448275862,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
yolo,plain,2,scratch,test,0.25,0.9146904163115999,0.8461538461538461,0.6111111111111112,0.7096774193548387,0.8141077531930202,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.9998651200431616,0.5,1.0,0.1,0.18181818181818182
yolo,plain,2,scratch,val,0.0,0.7423233350279613,0.2,0.1111111111111111,0.14285714285714285,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
yolo,plain,3,pretrained,test,0.1,0.9417724939205621,0.8461538461538461,0.013597033374536464,0.0267639902676399,0.29769293038316247,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.9994604801726463,0.2,1.0,0.027777777777777776,0.05405405405405406
yolo,plain,3,pretrained,val,0.0,0.9116929334011185,0.9,0.015985790408525755,0.031413612565445025,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
yolo,plain,3,scratch,test,0.25,0.9116662856192714,0.8461538461538461,0.36666666666666664,0.5116279069767442,0.4498785752833243,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.9998651200431615,0.5,1.0,0.07142857142857142,0.13333333333333333
yolo,plain,3,scratch,val,0.0,0.6297915607524149,0.1,0.05555555555555555,0.07142857142857142,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
yolo,plain,4,pretrained,test,0.2843039652214658,0.7828153929623691,0.6674727932285369,0.7988422575976846,0.7272727272727273,0.7494106813996316,0.35278469773648374,0.6035911602209945,0.7419354838709677,0.6656511805026657,0.9984871406959153,0.08333333333333333,0.0,0.0,0.0,0.8473216222077642,0.41679386459458034,0.6981132075471698,0.5967741935483871,0.6434782608695652
yolo,plain,4,pretrained,val,0.277304629607984,0.669994793844115,0.4699738903394256,0.703125,0.5633802816901409,0.6758881330309902,0.28721672197163467,0.4444444444444444,0.6905829596412556,0.5408252853380158,,0.0,0.0,0.0,0.0,0.8622298456260721,0.2673925372443334,0.49056603773584906,0.34210526315789475,0.40310077519379844
yolo,plain,4,scratch,test,0.24086582878049834,0.8508025176451698,0.6904474002418379,0.9827882960413081,0.8110795454545454,0.7943577348066299,0.3700950726130869,0.6201657458563536,0.9452631578947368,0.7489574645537949,0.7443267776096824,0.0,0.5,0.5,0.5,0.8418029866468384,0.35250241372840807,0.5849056603773585,0.4806201550387597,0.5276595744680851
yolo,plain,4,scratch,val,0.32187710213522697,0.7661016146971358,0.6449086161879896,0.771875,0.7027027027027027,0.7576513433656291,0.34587097707934533,0.6277056277056277,0.7487091222030982,0.6828885400313972,,0.0,0.0,0.0,0.0,0.8323979416809606,0.2978832271911086,0.4528301886792453,0.3287671232876712,0.38095238095238093
