model,processing,cycle,variant,dataset,mAP,mAR,binary_auc,binary_recall_0.1,binary_precision_0.1,binary_f1_0.1,Other_Amphibian_auc,Other_Amphibian_ap,Other_Amphibian_ar,Other_Amphibian_f1_default,Other_Amphibian_recall_default,Other_Amphibian_precision_default,Other_Amphibian_f1_optimal,Other_Amphibian_recall_optimal,Other_Amphibian_precision_optimal,Other_Amphibian_specificity_optimal,Other_Amphibian_optimal_threshold,Small_Mammal_auc,Small_Mammal_ap,Small_Mammal_ar,Small_Mammal_f1_default,Small_Mammal_recall_default,Small_Mammal_precision_default,Small_Mammal_f1_optimal,Small_Mammal_recall_optimal,Small_Mammal_precision_optimal,Small_Mammal_specificity_optimal,Small_Mammal_optimal_threshold,Western_Leopard_Toad_auc,Western_Leopard_Toad_ap,Western_Leopard_Toad_ar,Western_Leopard_Toad_f1_default,Western_Leopard_Toad_recall_default,Western_Leopard_Toad_precision_default,Western_Leopard_Toad_f1_optimal,Western_Leopard_Toad_recall_optimal,Western_Leopard_Toad_precision_optimal,Western_Leopard_Toad_specificity_optimal,Western_Leopard_Toad_optimal_threshold
rtdetr,clahe,0,pretrained,val,0.7722799250208411,0.9456953642384106,,,,,,0.5512954468400042,0.8370860927152318,,,,0.5907590759075908,0.4741721854304636,0.7833698030634574,0.9516129032258065,0.199,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.8191,,0.7655443282225189,1.0,,,,0.7262569832402235,0.8552631578947368,0.6310679611650486,0.9472182596291013,0.407
rtdetr,clahe,0,scratch,val,0.7427801135003028,0.8666666666666667,,,,,,0.5027925259447471,0.6,,,,0.5887850467289721,0.5006622516556292,0.7145557655954632,0.8709677419354839,0.1005,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.5834,,0.7255478145561615,1.0,,,,0.6935483870967741,0.5657894736842105,0.8958333333333334,0.992867332382311,0.8679
rtdetr,clahe,1,pretrained,val,0.8559634271563356,0.9744800743580807,,,,,,0.6985280613761139,0.9629139072847682,,,,0.7119370979270908,0.6596026490066225,0.7732919254658385,0.8709677419354839,0.1822,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.8149,,0.8693622200928927,0.9605263157894737,,,,0.8301886792452832,0.868421052631579,0.7951807228915663,0.9757489300998573,0.4851
rtdetr,clahe,1,scratch,val,0.7080856126407454,0.8907400952712908,,,,,,0.43766681208791103,0.7774834437086092,,,,0.4697272122421823,0.4675496688741722,0.47192513368983957,0.4838709677419355,0.0975,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.8201,,0.6865900258343253,0.8947368421052632,,,,0.7152317880794702,0.7105263157894737,0.72,0.9714693295292439,0.5598
rtdetr,clahe,2,pretrained,val,0.41822306557867955,0.6098292087835483,,,,,,0.5265035101077604,0.8821192052980132,,,,0.5571757482732157,0.48079470198675495,0.6624087591240876,0.9193548387096774,0.1355,,0.0,0.0,,,,0.0,0.0,0.0,0.9987113402061856,0.0991,,0.7281656866282782,0.9473684210526315,,,,0.7375886524822695,0.6842105263157895,0.8,0.9814550641940085,0.9083
rtdetr,clahe,2,scratch,val,0.7510758352186405,0.9271523178807947,,,,,,0.5562360220985104,0.7814569536423841,,,,0.5963455149501662,0.47549668874172185,0.799554565701559,0.967741935483871,0.1164,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.6955,,0.6969914835574109,1.0,,,,0.6493506493506495,0.6578947368421053,0.6410256410256411,0.9600570613409415,0.799
rtdetr,clahe,3,pretrained,val,0.4422875218624287,0.9190833042872081,,,,,,0.6621680871104857,0.9019867549668874,,,,0.6501501501501502,0.5735099337748344,0.7504332755632582,0.9516129032258065,0.114,,0.0072992700729927005,1.0,,,,0.014492753623188404,1.0,0.0072992700729927005,0.9226804123711341,0.1723,,0.6573952084038077,0.8552631578947368,,,,0.689655172413793,0.6578947368421053,0.7246376811594203,0.9728958630527818,0.43
rtdetr,clahe,3,scratch,val,0.6855123083197889,0.8603346113628442,,,,,,0.531482517030252,0.7125827814569536,,,,0.6044591246903386,0.4847682119205298,0.8026315789473685,0.8870967741935484,0.0771,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.4283,,0.5250544079291147,0.868421052631579,,,,0.5970149253731344,0.5263157894736842,0.6896551724137931,0.9743223965763196,0.7359
rtdetr,clahe,4,pretrained,val,0.8691288885922889,0.9489020564656675,,,,,,0.8063737636531205,0.8993377483443709,,,,0.7980364656381487,0.7536423841059603,0.8479880774962743,0.9516129032258065,0.1896,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.1122,,0.8010129021237458,0.9473684210526315,,,,0.7681159420289855,0.6973684210526315,0.8548387096774194,0.9871611982881597,0.8694
rtdetr,clahe,4,scratch,val,0.4313815203532394,0.9836935052863948,,,,,,0.5973800221993013,0.9642384105960264,,,,0.6086320409656182,0.5509933774834437,0.6797385620915033,0.7258064516129032,0.1957,,0.1,1.0,,,,0.18181818181818182,1.0,0.1,0.9884020618556701,0.1561,,0.5967645388604169,0.9868421052631579,,,,0.6585365853658537,0.7105263157894737,0.6136363636363636,0.9614835948644793,0.2294
rtdetr,clahe,0,pretrained,test_full_seq,,,0.9068717137086333,0.9673518742442564,0.008191266062560794,0.01624497421110344,0.8643924234405492,,0.0,,,,,,,,,0.9439901186977856,,0.0,,,,,,,,,0.9833810289830566,,0.0,,,,,,,,
rtdetr,clahe,0,pretrained,test,0.5406030286864425,0.9708561020036429,,,,,,0.7180079192145017,0.912568306010929,,,,0.7372262773722629,0.6898907103825137,0.7915360501567398,1.0,0.184,,0.003126217374366965,1.0,,,,0.006578947368421052,0.5,0.0033112582781456954,0.9104829210836278,0.0674,,0.9006749494704588,1.0,,,,0.8152173913043479,0.8823529411764706,0.7575757575757576,0.9334298118668596,0.6603
rtdetr,clahe,0,pretrained,val_full_seq,,,0.8199474450751543,0.9098039215686274,0.007547251650961298,0.014970317473974017,0.8030759758814952,,0.0,,,,,,,,,0.9999935597717583,,0.0,,,,,,,,,0.9827081147131806,,0.0,,,,,,,,
rtdetr,clahe,0,scratch,test_full_seq,,,0.814294244898723,0.9842805320435308,0.006006981086127121,0.011941086726909987,0.7857853820887356,,0.0,,,,,,,,,0.8752740093248004,,0.0,,,,,,,,,0.9570082494203052,,0.0,,,,,,,,
rtdetr,clahe,0,scratch,test,0.651852753834512,0.8966302367941713,,,,,,0.6089236826166272,0.6898907103825137,,,,0.675654242664552,0.5819672131147541,0.8052930056710775,0.9699248120300752,0.1553,,0.500728862973761,1.0,,,,0.6666666666666666,0.5,1.0,1.0,0.7929,,0.8459057159131479,1.0,,,,0.8304093567251463,0.8352941176470589,0.8255813953488372,0.9725036179450073,0.8339
rtdetr,clahe,0,scratch,val_full_seq,,,0.7839447919482335,0.9712418300653595,0.00532994741788079,0.01060171510922763,0.750010504847801,,0.0,,,,,,,,,0.9970278346664606,,0.0,,,,,,,,,0.9509095625505289,,0.0,,,,,,,,
rtdetr,clahe,1,pretrained,test,0.6013348158893769,0.9727900996464159,,,,,,0.7300100323340377,0.9713114754098361,,,,0.7369255150554676,0.6352459016393442,0.8773584905660378,0.9699248120300752,0.2875,,0.18055555555555555,1.0,,,,0.3333333333333333,0.5,0.25,0.9988221436984688,0.1668,,0.8934388597785371,0.9470588235294117,,,,0.8603988603988604,0.888235294117647,0.8342541436464088,0.959479015918958,0.6766
rtdetr,clahe,1,scratch,test,0.5564431730860093,0.9443426550948248,,,,,,0.6715885509123166,0.8565573770491803,,,,0.6818538884524745,0.592896174863388,0.8022181146025879,0.9172932330827067,0.208,,0.14285714285714285,1.0,,,,0.25,1.0,0.14285714285714285,0.9858657243816255,0.5402,,0.8548838254885684,0.9764705882352941,,,,0.8396501457725947,0.8470588235294118,0.8323699421965318,0.9623733719247467,0.6596
rtdetr,clahe,2,pretrained,test,0.8172271272397952,0.9776867030965392,,,,,,0.6882320541924409,0.9330601092896175,,,,0.6827643630308077,0.5601092896174863,0.8742004264392325,1.0,0.226,,0.8333333333333333,1.0,,,,0.8,1.0,0.6666666666666666,1.0,0.4005,,0.9301159941936117,1.0,,,,0.8717948717948719,0.9,0.8453038674033149,0.9609261939218524,0.726
rtdetr,clahe,2,scratch,test,0.8187053258166918,0.9285063752276868,,,,,,0.5423019562693482,0.7855191256830601,,,,0.6032562125107112,0.4808743169398907,0.8091954022988506,0.9548872180451128,0.1978,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.6568,,0.9138140211807269,1.0,,,,0.8145695364238411,0.7235294117647059,0.9318181818181818,0.9869753979739508,0.9287
rtdetr,clahe,3,pretrained,test,0.6993569389291364,0.9510714668381013,,,,,,0.7126390393618244,0.9002732240437158,,,,0.7226890756302522,0.6461748633879781,0.8197573656845754,0.9699248120300752,0.1319,,0.5010256410256411,1.0,,,,0.6666666666666666,0.5,1.0,1.0,0.4207,,0.8844061363999434,0.9529411764705882,,,,0.8423913043478262,0.9117647058823529,0.7828282828282829,0.9479015918958031,0.2849
rtdetr,clahe,3,scratch,test,0.8428087756206311,0.9261277188471017,,,,,,0.6372905557312317,0.8019125683060109,,,,0.7028380634390652,0.575136612021858,0.9034334763948498,0.9774436090225563,0.1863,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.798,,0.8911357711306613,0.9764705882352941,,,,0.8310249307479225,0.8823529411764706,0.7853403141361257,0.9421128798842258,0.5385
rtdetr,clahe,4,pretrained,test,0.6106835830308334,0.9544733740490733,,,,,,0.8615471172259958,0.9398907103825137,,,,0.8469101123595505,0.8237704918032787,0.8713872832369942,0.9022556390977443,0.2598,,0.12439024390243902,1.0,,,,0.28571428571428575,0.5,0.2,1.0,0.1664,,0.8461133879640652,0.9235294117647059,,,,0.8805031446540881,0.8235294117647058,0.9459459459459459,0.9884225759768451,0.8891
rtdetr,clahe,4,scratch,test,0.4686036548211499,0.9685792349726775,,,,,,0.6030204675556755,0.9057377049180327,,,,0.6406504065040651,0.5382513661202186,0.7911646586345381,0.924812030075188,0.3769,,0.06477732793522267,1.0,,,,0.13333333333333336,0.5,0.07692307692307693,0.9976442873969376,0.193,,0.7380131689725514,1.0,,,,0.6845965770171148,0.8235294117647058,0.5857740585774058,0.8712011577424024,0.3518
rtdetr,plain,0,pretrained,val,0.782374317856091,0.8929185546648077,,,,,,0.5999686174719088,0.7708609271523179,,,,0.6693163751987281,0.5576158940397351,0.8369781312127237,0.9032258064516129,0.2266,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.6288,,0.7471543360963641,0.9078947368421053,,,,0.7260273972602739,0.6973684210526315,0.7571428571428571,0.9757489300998573,0.8914
rtdetr,plain,0,scratch,val,0.8488059515804282,0.9395724410363657,,,,,,0.7305137284273662,0.8450331125827815,,,,0.7526881720430108,0.6490066225165563,0.8957952468007313,0.8870967741935484,0.2369,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.5728,,0.8159041263139181,0.9736842105263158,,,,0.7916666666666666,0.75,0.8382352941176471,0.9843081312410842,0.8995
rtdetr,plain,1,pretrained,val,0.8602195070013351,0.960439177413733,,,,,,0.7652672062869752,0.9602649006622517,,,,0.7402031930333817,0.6754966887417219,0.8186195826645265,0.967741935483871,0.3195,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.9301,,0.8153913147170302,0.9210526315789473,,,,0.8198757763975155,0.868421052631579,0.7764705882352941,0.9728958630527818,0.74
rtdetr,plain,1,scratch,val,0.72144278838575,0.8512141280353202,,,,,,0.4734081447614411,0.5536423841059602,,,,0.5692946058091287,0.4543046357615894,0.7622222222222222,0.9032258064516129,0.1349,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.8701,,0.6909202203958088,1.0,,,,0.6627906976744186,0.75,0.59375,0.948644793152639,0.8145
rtdetr,plain,2,pretrained,val,0.757293294259242,0.9748634832113395,,,,,,0.4755591243653899,0.937748344370861,,,,0.5040106951871658,0.49933774834437084,0.5087719298245614,0.4838709677419355,0.0933,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.3731,,0.7963207584123361,0.9868421052631579,,,,0.7236842105263158,0.7236842105263158,0.7236842105263158,0.9700427960057061,0.8774
rtdetr,plain,2,scratch,val,0.7969742622335573,0.9294469617752993,,,,,,0.6478555782682132,0.8278145695364238,,,,0.6482649842271294,0.5443708609271524,0.8011695906432749,0.9032258064516129,0.3518,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.8941,,0.7430672084324587,0.9605263157894737,,,,0.7162162162162163,0.6973684210526315,0.7361111111111112,0.9728958630527818,0.9038
rtdetr,plain,3,pretrained,val,0.7427811857102783,0.9361856628325782,,,,,,0.6019659813285805,0.9006622516556292,,,,0.6245954692556633,0.5112582781456954,0.8024948024948025,0.9354838709677419,0.0788,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.892,,0.6263775758022546,0.9078947368421053,,,,0.671875,0.5657894736842105,0.8269230769230769,0.9871611982881597,0.7479
rtdetr,plain,3,scratch,val,0.7341940400946813,0.9621761357034971,,,,,,0.667902373765155,0.952317880794702,,,,0.6961157654226962,0.6052980132450331,0.8189964157706093,0.8548387096774194,0.1734,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.7645,,0.5346797465188884,0.9342105263157895,,,,0.6043956043956045,0.7236842105263158,0.5188679245283019,0.927246790299572,0.8217
rtdetr,plain,4,pretrained,val,0.903968537740321,0.9486348321133962,,,,,,0.9020503022309125,0.9774834437086093,,,,0.8479571332886805,0.83841059602649,0.8577235772357723,0.9193548387096774,0.3812,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.6891,,0.8098553109900506,0.868421052631579,,,,0.8157894736842104,0.8157894736842105,0.8157894736842105,0.9814550641940085,0.408
rtdetr,plain,4,scratch,val,0.7854286784272855,0.9467816893226444,,,,,,0.641862718104738,0.9324503311258279,,,,0.6791323859386686,0.6013245033112583,0.7800687285223368,0.7903225806451613,0.1035,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.4288,,0.7144233171771182,0.9078947368421053,,,,0.7092198581560285,0.6578947368421053,0.7692307692307693,0.978601997146933,0.5025
rtdetr,plain,0,pretrained,test_full_seq,,,0.9083065558846177,1.0,0.00652630249846115,0.012967972088282567,0.8818480414174855,,0.0,,,,,,,,,0.9795180150526981,,0.0,,,,,,,,,0.9756107090705082,,0.0,,,,,,,,
rtdetr,plain,0,pretrained,test,0.6913227674133279,0.7851762562948675,,,,,,0.7104491449353696,0.9084699453551912,,,,0.7399103139013453,0.6762295081967213,0.8168316831683168,0.9774436090225563,0.2624,,0.5,0.5,,,,0.6666666666666666,0.5,1.0,1.0,0.5818,,0.863519157304614,0.9470588235294117,,,,0.8417910447761193,0.8294117647058824,0.8545454545454545,0.9681620839363242,0.8937
rtdetr,plain,0,pretrained,val_full_seq,,,0.8429006815981198,0.9620915032679739,0.006686410959899704,0.013280524003284043,0.8008618318856981,,0.0,,,,,,,,,0.9999871195435166,,0.0,,,,,,,,,0.924167450571069,,0.0,,,,,,,,
rtdetr,plain,0,scratch,test_full_seq,,,0.9270634238244564,0.9467956469165659,0.010419300323357597,0.020611772138570076,0.8627999797638757,,0.0,,,,,,,,,0.9694093614479908,,0.0,,,,,,,,,0.9517685450562494,,0.0,,,,,,,,
rtdetr,plain,0,scratch,test,0.5407636955599445,0.9606985963784421,,,,,,0.7887622007968447,0.8879781420765027,,,,0.78125,0.7172131147540983,0.8578431372549019,0.9022556390977443,0.2476,,0.021538461538461538,1.0,,,,0.07407407407407407,0.5,0.04,0.9858657243816255,0.2117,,0.8119904243445273,0.9941176470588236,,,,0.7808219178082191,0.6705882352941176,0.9344262295081968,0.9898697539797395,0.9277
rtdetr,plain,0,scratch,val_full_seq,,,0.9032389468202875,0.9529411764705882,0.009914185853585562,0.01962420587918596,0.8788921220322632,,0.0,,,,,,,,,0.9999291574893414,,0.0,,,,,,,,,0.9891782907690518,,0.0,,,,,,,,
rtdetr,plain,1,pretrained,test,0.6010494947773884,0.9485910211078967,,,,,,0.7931729693797676,0.9398907103825137,,,,0.770529547198772,0.6857923497267759,0.8791593695271454,0.9548872180451128,0.4748,,0.13095238095238093,1.0,,,,0.25,0.5,0.16666666666666666,0.9976442873969376,0.0321,,0.8790231340000167,0.9058823529411765,,,,0.8834355828220859,0.8470588235294118,0.9230769230769231,0.984081041968162,0.8097
rtdetr,plain,1,scratch,test,0.6645386029270812,0.9164255866280939,,,,,,0.6779480770977027,0.7786885245901639,,,,0.7260377358490566,0.657103825136612,0.8111298482293423,0.9699248120300752,0.2349,,0.5021459227467812,1.0,,,,0.6666666666666666,0.5,1.0,1.0,0.3683,,0.8135218089367597,0.9705882352941176,,,,0.8025889967637541,0.7294117647058823,0.8920863309352518,0.9811866859623734,0.8039
rtdetr,plain,2,pretrained,test,0.5190610402599091,0.8217079181399335,,,,,,0.6620827813826263,0.994535519125683,,,,0.6731707317073171,0.5655737704918032,0.8313253012048193,0.9172932330827067,0.2312,,0.0006675567423230974,0.5,,,,0.0026631158455392807,0.5,0.0013351134846461949,0.7491166077738516,0.011,,0.8944327826547778,0.9705882352941176,,,,0.8471337579617835,0.7823529411764706,0.9236111111111112,0.9855282199710564,0.9414
rtdetr,plain,2,scratch,test,0.6405671640577529,0.8986285224472302,,,,,,0.5781363519208731,0.7076502732240437,,,,0.6524938675388389,0.5450819672131147,0.8126272912423625,0.8796992481203008,0.3973,,0.5,1.0,,,,0.6666666666666666,1.0,0.5,0.9976442873969376,0.8727,,0.8435651402523856,0.9882352941176471,,,,0.761904761904762,0.6588235294117647,0.9032258064516129,0.9826338639652678,0.9482
rtdetr,plain,3,pretrained,test,0.6880478976187835,0.7986606664523733,,,,,,0.6825404183534596,0.9371584699453552,,,,0.6941081517352704,0.587431693989071,0.8481262327416174,0.9699248120300752,0.1069,,0.5,0.5,,,,0.6666666666666666,0.5,1.0,1.0,0.8912,,0.8816032745028908,0.9588235294117647,,,,0.8354430379746836,0.7764705882352941,0.9041095890410958,0.9826338639652678,0.6894
rtdetr,plain,3,scratch,test,0.6989687155571231,0.968552448301725,,,,,,0.6944389708307953,0.9644808743169399,,,,0.7123505976095618,0.610655737704918,0.8546845124282982,0.9398496240601504,0.3685,,0.625,1.0,,,,0.6666666666666666,0.5,1.0,1.0,0.8049,,0.7774671758405741,0.9411764705882353,,,,0.8079096045197741,0.8411764705882353,0.7771739130434783,0.9421128798842258,0.8391
rtdetr,plain,4,pretrained,test,0.9176165331422065,0.959873566913104,,,,,,0.9324827930475267,0.9972677595628415,,,,0.8960573476702508,0.8538251366120219,0.942684766214178,0.9774436090225563,0.5505,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.7715,,0.8203668063790928,0.8823529411764706,,,,0.8349514563106797,0.7588235294117647,0.9280575539568345,0.9898697539797395,0.6988
rtdetr,plain,4,scratch,test,0.6627374832878739,0.9740812171863281,,,,,,0.7267477624635277,0.9398907103825137,,,,0.7637681159420291,0.7199453551912568,0.8132716049382716,0.9172932330827067,0.1051,,0.502262443438914,1.0,,,,0.6666666666666666,0.5,1.0,1.0,0.5926,,0.7592022439611799,0.9823529411764705,,,,0.7419354838709677,0.6764705882352942,0.8214285714285714,0.9913169319826338,0.8148
yolo,clahe,0,pretrained,val,0.7081083830831872,0.7997037295224817,,,,,,0.3769150526486207,0.4649006622516556,,,,0.5371078806426931,0.4649006622516556,0.6358695652173914,0.7258064516129032,0.0103,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.5005,,0.7474100966009409,0.9342105263157895,,,,0.736,0.6052631578947368,0.9387755102040817,0.9957203994293866,0.7857
yolo,clahe,0,scratch,val,0.3460145905660579,0.7205530382247008,,,,,,0.35347493252154816,0.37218543046357616,,,,0.5203703703703704,0.37218543046357616,0.8646153846153846,0.9193548387096774,0.0105,,0.0625,1.0,,,,0.11764705882352941,1.0,0.0625,0.9832474226804123,0.0119,,0.6220688391766255,0.7894736842105263,,,,0.6666666666666666,0.5657894736842105,0.8113207547169812,0.985734664764622,0.6829
yolo,clahe,1,pretrained,val,0.706352292244185,0.7905774369699081,,,,,,0.4398386732838736,0.5033112582781457,,,,0.5744520030234315,0.5033112582781457,0.6690140845070423,0.7903225806451613,0.0101,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.3177,,0.6792182034486814,0.868421052631579,,,,0.6911764705882353,0.618421052631579,0.7833333333333333,0.9828815977175464,0.4508
yolo,clahe,1,scratch,val,0.2589390089639304,0.3273207854072267,,,,,,0.25224368335657943,0.2582781456953642,,,,0.40498442367601245,0.2582781456953642,0.9375,0.8870967741935484,0.0104,,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0352,,0.5245733435352118,0.7236842105263158,,,,0.5930232558139534,0.6710526315789473,0.53125,0.9358059914407989,0.0232
yolo,clahe,2,pretrained,val,0.6601407409751848,0.818392006506332,,,,,,0.5142487559424662,0.5867549668874172,,,,0.6203208556149732,0.5377483443708609,0.7328519855595668,0.7258064516129032,0.0281,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.5435,,0.46617346698308815,0.868421052631579,,,,0.5527638190954773,0.7236842105263158,0.44715447154471544,0.9258202567760342,0.1602
yolo,clahe,2,scratch,val,0.3988579000850854,0.4287498547693738,,,,,,0.4769415580803896,0.5099337748344371,,,,0.6096595407759303,0.5099337748344371,0.7578740157480315,0.6774193548387096,0.0101,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.7196321421748666,0.7763157894736842,,,,0.7737226277372262,0.6973684210526315,0.8688524590163934,0.9885877318116976,0.0942
yolo,clahe,3,pretrained,val,0.6052190768347997,0.7986406413384454,,,,,,0.5291629738108932,0.5801324503311258,,,,0.6338639652677278,0.5801324503311258,0.6985645933014354,0.6612903225806451,0.0101,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.4018,,0.28649425669350587,0.8157894736842105,,,,0.44334975369458124,0.5921052631578947,0.3543307086614173,0.8930099857346647,0.1423
yolo,clahe,3,scratch,val,0.7705182195857313,0.816242593238062,,,,,,0.5986209463752864,0.6066225165562914,,,,0.730462519936204,0.6066225165562914,0.9178356713426854,0.9516129032258065,0.0104,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.2117,,0.7129337123819073,0.8421052631578947,,,,0.7310344827586206,0.6973684210526315,0.7681159420289855,0.9771754636233951,0.0543
yolo,clahe,4,pretrained,val,0.7488279116727791,0.8593935169048449,,,,,,0.6321527576958046,0.6834437086092715,,,,0.6965966690803764,0.6370860927152318,0.768370607028754,0.8548387096774194,0.0256,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.5772,,0.614330977322533,0.8947368421052632,,,,0.5573770491803279,0.6710526315789473,0.4766355140186916,0.9258202567760342,0.4394
yolo,clahe,4,scratch,val,0.8116302925940442,0.873196235622168,,,,,,0.7270716586204722,0.7774834437086092,,,,0.7545691906005223,0.7655629139072848,0.7438867438867439,0.4838709677419355,0.0137,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.0912,,0.7078192191616604,0.8421052631578947,,,,0.7200000000000001,0.7105263157894737,0.7297297297297297,0.9743223965763196,0.0582
yolo,clahe,0,pretrained,test_full_seq,,,0.8898756535859091,0.6892382103990327,0.050415708473376966,0.09395862523695706,0.8897343499468948,,0.0,,,,,,,,,0.9983169210513816,,0.0,,,,,,,,,0.9933728580919522,,0.0,,,,,,,,
yolo,clahe,0,pretrained,test,0.6239469824032106,0.9109236044144433,,,,,,0.6689548789838724,0.744535519125683,,,,0.6944837340876945,0.6707650273224044,0.7199413489736071,0.9323308270676691,0.0302,,0.27941176470588236,1.0,,,,0.5,0.5,0.5,0.9988221436984688,0.2182,,0.9234743035198771,0.9882352941176471,,,,0.8469945355191257,0.9117647058823529,0.7908163265306123,0.9464544138929089,0.4388
yolo,clahe,0,pretrained,val_full_seq,,,0.7829429911890974,0.3869281045751634,0.026248115633590495,0.0491612688922106,0.7871624520462671,,0.0,,,,,,,,,0.999523423110115,,0.0,,,,,,,,,0.967961094063486,,0.0,,,,,,,,
yolo,clahe,0,scratch,test_full_seq,,,0.7868876555650577,0.46795646916565903,0.08464566929133858,0.14335988145952955,0.8131113833193697,,0.0,,,,,,,,,0.9751508323775526,,0.0,,,,,,,,,0.9592466929811755,,0.0,,,,,,,,
yolo,clahe,0,scratch,test,0.4383618467911203,0.8050466088074574,,,,,,0.5092106238717651,0.5327868852459017,,,,0.6593406593406593,0.5327868852459017,0.8647450110864745,0.8947368421052632,0.0102,,0.01097560975609756,1.0,,,,0.023809523809523808,0.5,0.012195121951219513,0.9681978798586572,0.0488,,0.7948993067454981,0.8823529411764706,,,,0.7912772585669782,0.7470588235294118,0.8410596026490066,0.9725036179450073,0.2114
yolo,clahe,0,scratch,val_full_seq,,,0.7481545835601732,0.3006535947712418,0.0486566532684578,0.08375819373634377,0.7139988972992706,,0.0,,,,,,,,,0.9993624174040727,,0.0,,,,,,,,,0.8963898751112827,,0.0,,,,,,,,
yolo,clahe,1,pretrained,test,0.6809991622837342,0.7154023357977071,,,,,,0.6591116096683778,0.7226775956284153,,,,0.7014820042342977,0.6789617486338798,0.7255474452554744,0.9548872180451128,0.0281,,0.5,0.5,,,,0.6666666666666666,0.5,1.0,1.0,0.4361,,0.8838858771828246,0.9235294117647059,,,,0.8618784530386742,0.9176470588235294,0.8125,0.9768451519536903,0.0776
yolo,clahe,1,scratch,test,0.44813045304103943,0.49450873245473054,,,,,,0.5085690031295582,0.5423497267759563,,,,0.6476345840130506,0.5423497267759563,0.8036437246963563,0.9624060150375939,0.0114,,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.3425,,0.83582235599356,0.9411764705882353,,,,0.7717041800643087,0.7058823529411765,0.851063829787234,0.9884225759768451,0.2577
yolo,clahe,2,pretrained,test,0.8914344502783899,0.9308582449373192,,,,,,0.7723157673575303,0.8278688524590164,,,,0.7783321454027085,0.7459016393442623,0.8137108792846498,0.9699248120300752,0.0952,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.0279,,0.9019875834776392,0.9647058823529412,,,,0.8365650969529086,0.888235294117647,0.7905759162303665,0.9725036179450073,0.0503
yolo,clahe,2,scratch,test,0.4068350479746945,0.4666023786563806,,,,,,0.48096870536887776,0.5409836065573771,,,,0.5850980392156863,0.5095628415300546,0.6869244935543278,0.9097744360902256,0.0209,,0.0,0.0,,,,0.0,0.0,0.0,0.9976442873969376,0.0365,,0.7395364385552057,0.8588235294117647,,,,0.7138643067846607,0.711764705882353,0.7159763313609467,0.9392185238784371,0.1436
yolo,clahe,3,pretrained,test,0.5320633126580893,0.586987035251259,,,,,,0.7717921070112559,0.837431693989071,,,,0.7684729064039408,0.7459016393442623,0.7924528301886793,0.9548872180451128,0.0892,,0.0,0.0,,,,0.0,0.0,0.0,0.9988221436984688,0.0176,,0.8243978309630118,0.9235294117647059,,,,0.8129032258064517,0.7411764705882353,0.9,0.9942112879884226,0.4807
yolo,clahe,3,scratch,test,0.4812462941295575,0.6663345119468552,,,,,,0.6077292007074493,0.6284153005464481,,,,0.7131782945736435,0.6284153005464481,0.8243727598566308,0.9022556390977443,0.01,,0.019230769230769232,0.5,,,,0.07142857142857144,0.5,0.038461538461538464,0.9811542991755006,0.0375,,0.816778912450454,0.8705882352941177,,,,0.7882736156351793,0.711764705882353,0.8832116788321168,0.9927641099855282,0.2265
yolo,clahe,4,pretrained,test,0.7314761565237634,0.786290581806493,,,,,,0.7865390086839025,0.8647540983606558,,,,0.7773167358229598,0.76775956284153,0.7871148459383753,0.9172932330827067,0.1158,,0.5,0.5,,,,0.6666666666666666,0.5,1.0,1.0,0.8988,,0.9078894608873876,0.9941176470588236,,,,0.8253164556962025,0.9588235294117647,0.7244444444444444,0.9406657018813314,0.1064
