threshold,tp,fp,tn,fn,recall,specificity,precision,f1_score,model,processing,cycle,variant,dataset
0.11,286,10645,143864,480,0.3733681462140992,0.9311043369641898,0.026164120391546978,0.04890142771650851,yolo,clahe,0,pretrained,val_full_seq
0.14,262,9733,144776,504,0.34203655352480417,0.9370069057465908,0.02621310655327664,0.048694359260291795,yolo,clahe,0,pretrained,val_full_seq
0.17,243,9011,145498,523,0.31723237597911225,0.941679772699325,0.026258915063756213,0.048502994011976046,yolo,clahe,0,pretrained,val_full_seq
0.2,232,8335,146174,534,0.3028720626631854,0.9460549223669819,0.027080658340142408,0.049716061287903145,yolo,clahe,0,pretrained,val_full_seq
0.24,216,7568,146941,550,0.2819843342036554,0.9510190344899002,0.02774922918807811,0.05052631578947369,yolo,clahe,0,pretrained,val_full_seq
0.27,200,7031,147478,566,0.26109660574412535,0.9544945601874324,0.027658691743880515,0.05001875703388771,yolo,clahe,0,pretrained,val_full_seq
0.3,186,6540,147969,580,0.24281984334203655,0.9576723685998874,0.027653880463871544,0.04965296316070476,yolo,clahe,0,pretrained,val_full_seq
0.33,174,6019,148490,592,0.22715404699738903,0.9610443404591318,0.028096237687711932,0.05000718494036499,yolo,clahe,0,pretrained,val_full_seq
0.37,165,5364,149145,601,0.2154046997389034,0.9652835757140361,0.02984264785675529,0.05242255758538522,yolo,clahe,0,pretrained,val_full_seq
0.4,155,4858,149651,611,0.20234986945169714,0.9685584658498858,0.03091960901655695,0.05364249870219761,yolo,clahe,0,pretrained,val_full_seq
0.43,144,4418,150091,622,0.18798955613577023,0.9714061964027986,0.03156510302498904,0.05405405405405406,yolo,clahe,0,pretrained,val_full_seq
0.46,132,3950,150559,634,0.17232375979112272,0.9744351461727149,0.03233708966193043,0.05445544554455446,yolo,clahe,0,pretrained,val_full_seq
0.5,123,3377,151132,643,0.16057441253263707,0.9781436680063944,0.03514285714285714,0.057665260196905765,yolo,clahe,0,pretrained,val_full_seq
0.53,117,2958,151551,649,0.15274151436031333,0.9808554841465545,0.03804878048780488,0.060921634990887784,yolo,clahe,0,pretrained,val_full_seq
0.56,113,2543,151966,653,0.1475195822454308,0.9835414118271427,0.04254518072289157,0.06604324956165986,yolo,clahe,0,pretrained,val_full_seq
0.59,109,2151,152358,657,0.1422976501305483,0.9860784808651923,0.048230088495575224,0.07204230006609386,yolo,clahe,0,pretrained,val_full_seq
0.63,103,1637,152872,663,0.13446475195822455,0.9894051479201859,0.05919540229885058,0.08220271348762971,yolo,clahe,0,pretrained,val_full_seq
0.66,95,1330,153179,671,0.12402088772845953,0.9913920871923319,0.06666666666666667,0.08671839342765861,yolo,clahe,0,pretrained,val_full_seq
0.69,91,1032,153477,675,0.11879895561357702,0.9933207774304409,0.08103294746215495,0.09634727368978296,yolo,clahe,0,pretrained,val_full_seq
0.72,87,749,153760,679,0.11357702349869452,0.9951523859451553,0.10406698564593302,0.10861423220973783,yolo,clahe,0,pretrained,val_full_seq
0.76,78,466,154043,688,0.10182767624020887,0.9969839944598696,0.14338235294117646,0.11908396946564884,yolo,clahe,0,pretrained,val_full_seq
0.79,71,334,154175,695,0.0926892950391645,0.9978383136257435,0.17530864197530865,0.12126387702818103,yolo,clahe,0,pretrained,val_full_seq
0.82,67,243,154266,699,0.08746736292428199,0.998427276081005,0.2161290322580645,0.12453531598513011,yolo,clahe,0,pretrained,val_full_seq
0.85,59,169,154340,707,0.07702349869451697,0.9989062125830858,0.25877192982456143,0.1187122736418511,yolo,clahe,0,pretrained,val_full_seq
0.89,44,108,154401,722,0.057441253263707574,0.9993010115915578,0.2894736842105263,0.09586056644880174,yolo,clahe,0,pretrained,val_full_seq
0.92,31,71,154438,735,0.04046997389033943,0.9995404798425982,0.30392156862745096,0.07142857142857144,yolo,clahe,0,pretrained,val_full_seq
0.95,15,35,154474,751,0.0195822454308094,0.9997734759787456,0.3,0.03676470588235294,yolo,clahe,0,pretrained,val_full_seq
0.01,548,33503,113021,279,0.6626360338573156,0.7713480385465862,0.01609350679862559,0.03142382017317506,yolo,clahe,0,scratch,test_full_seq
0.04,448,8495,138029,379,0.5417170495767836,0.9420231497911605,0.0500950464050095,0.0917093142272262,yolo,clahe,0,scratch,test_full_seq
0.07,421,5376,141148,406,0.5090689238210399,0.9633097649531818,0.07262377091599102,0.1271135265700483,yolo,clahe,0,scratch,test_full_seq
0.11,380,3910,142614,447,0.45949214026602175,0.9733149518167672,0.08857808857808858,0.14852452608950556,yolo,clahe,0,scratch,test_full_seq
0.14,362,3495,143029,465,0.437726723095526,0.9761472523272638,0.09385532797511019,0.15456874466268147,yolo,clahe,0,scratch,test_full_seq
0.17,344,3199,143325,483,0.4159613059250302,0.9781673991974011,0.09709285915890488,0.1574370709382151,yolo,clahe,0,scratch,test_full_seq
0.2,328,2924,143600,499,0.3966142684401451,0.9800442248368868,0.1008610086100861,0.1608237313066928,yolo,clahe,0,scratch,test_full_seq
0.24,316,2616,143908,511,0.38210399032648124,0.9821462695531108,0.1077762619372442,0.1681298217611067,yolo,clahe,0,scratch,test_full_seq
0.27,304,2381,144143,523,0.3675937122128174,0.9837501023723076,0.11322160148975792,0.17312072892938496,yolo,clahe,0,scratch,test_full_seq
0.3,296,2154,144370,531,0.35792019347037485,0.9852993366274467,0.12081632653061225,0.18065303631370155,yolo,clahe,0,scratch,test_full_seq
0.33,281,1927,144597,546,0.33978234582829503,0.9868485708825858,0.1272644927536232,0.18517298187808898,yolo,clahe,0,scratch,test_full_seq
0.37,267,1666,144858,560,0.32285368802902054,0.9886298490349704,0.1381272633212623,0.1934782608695652,yolo,clahe,0,scratch,test_full_seq
0.4,259,1475,145049,568,0.313180169286578,0.9899333897518495,0.14936562860438293,0.20226474033580633,yolo,clahe,0,scratch,test_full_seq
0.43,248,1264,145260,579,0.2998790810157195,0.9913734268788731,0.164021164021164,0.21205643437366395,yolo,clahe,0,scratch,test_full_seq
0.46,239,1076,145448,588,0.2889963724304716,0.9926564931342305,0.1817490494296578,0.223155929038282,yolo,clahe,0,scratch,test_full_seq
0.5,223,828,145696,604,0.26964933494558646,0.9943490486200213,0.21217887725975262,0.23748668796592118,yolo,clahe,0,scratch,test_full_seq
0.53,220,694,145830,607,0.2660217654171705,0.9952635745679889,0.24070021881838075,0.2527283170591614,yolo,clahe,0,scratch,test_full_seq
0.56,210,560,145964,617,0.2539298669891173,0.9961781005159565,0.2727272727272727,0.2629931120851597,yolo,clahe,0,scratch,test_full_seq
0.59,198,432,146092,629,0.23941958887545345,0.9970516775408806,0.3142857142857143,0.2717913520933425,yolo,clahe,0,scratch,test_full_seq
0.63,183,301,146223,644,0.22128174123337363,0.9979457290273266,0.378099173553719,0.2791762013729977,yolo,clahe,0,scratch,test_full_seq
0.66,175,223,146301,652,0.21160822249093109,0.9984780650268897,0.4396984924623116,0.28571428571428575,yolo,clahe,0,scratch,test_full_seq
0.69,173,171,146353,654,0.20918984280532044,0.9988329556932652,0.502906976744186,0.29547395388556785,yolo,clahe,0,scratch,test_full_seq
0.72,168,127,146397,659,0.20314389359129384,0.999133247795583,0.5694915254237288,0.29946524064171126,yolo,clahe,0,scratch,test_full_seq
0.76,160,90,146434,667,0.19347037484885127,0.9993857661543502,0.64,0.29712163416898796,yolo,clahe,0,scratch,test_full_seq
0.79,154,66,146458,673,0.18621523579201935,0.9995495618465234,0.7,0.2941738299904489,yolo,clahe,0,scratch,test_full_seq
0.82,140,41,146483,687,0.16928657799274485,0.9997201823592039,0.7734806629834254,0.2777777777777778,yolo,clahe,0,scratch,test_full_seq
0.85,123,31,146493,704,0.1487303506650544,0.9997884305642761,0.7987012987012987,0.2507645259938838,yolo,clahe,0,scratch,test_full_seq
0.89,101,10,146514,726,0.12212817412333736,0.9999317517949278,0.9099099099099099,0.21535181236673773,yolo,clahe,0,scratch,test_full_seq
0.92,69,0,146524,758,0.08343409915356712,1.0,1.0,0.15401785714285715,yolo,clahe,0,scratch,test_full_seq
0.95,30,0,146524,797,0.036275695284159616,1.0,1.0,0.07001166861143525,yolo,clahe,0,scratch,test_full_seq
0.01,387,28477,126032,379,0.5052219321148825,0.8156935841925066,0.01340770509977827,0.02612217347283159,yolo,clahe,0,scratch,val_full_seq
0.04,273,10014,144495,493,0.3563968668407311,0.9351882414616625,0.026538349372995044,0.04939835338822039,yolo,clahe,0,scratch,val_full_seq
0.07,246,6076,148433,520,0.32114882506527415,0.9606754299102318,0.03891173679215438,0.06941309255079006,yolo,clahe,0,scratch,val_full_seq
0.11,225,4141,150368,541,0.293733681462141,0.973198972228155,0.051534585432890516,0.08768511301636789,yolo,clahe,0,scratch,val_full_seq
0.14,204,3377,151132,562,0.26631853785900783,0.9781436680063944,0.056967327562133484,0.09385783298826778,yolo,clahe,0,scratch,val_full_seq
0.17,192,2827,151682,574,0.2506527415143603,0.9817033311975354,0.06359721762172905,0.10145310435931308,yolo,clahe,0,scratch,val_full_seq
0.2,184,2426,152083,582,0.2402088772845953,0.9842986492696219,0.07049808429118774,0.10900473933649289,yolo,clahe,0,scratch,val_full_seq
0.24,179,2084,152425,587,0.23368146214099217,0.9865121125630222,0.07909854175872735,0.11819082205348301,yolo,clahe,0,scratch,val_full_seq
0.27,169,1891,152618,597,0.2206266318537859,0.9877612307373681,0.08203883495145631,0.11960368011323426,yolo,clahe,0,scratch,val_full_seq
0.3,161,1729,152780,605,0.21018276762402088,0.9888097133500314,0.08518518518518518,0.12123493975903614,yolo,clahe,0,scratch,val_full_seq
0.33,157,1588,152921,609,0.20496083550913838,0.9897222815499421,0.08997134670487106,0.12504978096375946,yolo,clahe,0,scratch,val_full_seq
0.37,150,1442,153067,616,0.195822454308094,0.9906672103243177,0.0942211055276382,0.1272264631043257,yolo,clahe,0,scratch,val_full_seq
0.4,143,1341,153168,623,0.1866840731070496,0.991320893928509,0.0963611859838275,0.12711111111111112,yolo,clahe,0,scratch,val_full_seq
0.43,133,1251,153258,633,0.17362924281984335,0.9919033842688776,0.09609826589595376,0.12372093023255816,yolo,clahe,0,scratch,val_full_seq
0.46,130,1167,153342,636,0.16971279373368145,0.9924470419198882,0.1002313030069391,0.12603005332040718,yolo,clahe,0,scratch,val_full_seq
0.5,125,1065,153444,641,0.16318537859007834,0.9931071976389725,0.10504201680672269,0.12781186094069533,yolo,clahe,0,scratch,val_full_seq
0.53,116,1000,153509,650,0.1514360313315927,0.9935278851070164,0.1039426523297491,0.1232731137088204,yolo,clahe,0,scratch,val_full_seq
0.56,104,924,153585,662,0.13577023498694518,0.9940197658388832,0.10116731517509728,0.11594202898550726,yolo,clahe,0,scratch,val_full_seq
0.59,99,861,153648,667,0.12924281984334204,0.9944275090771412,0.103125,0.11471610660486674,yolo,clahe,0,scratch,val_full_seq
0.63,91,763,153746,675,0.11879895561357702,0.9950617763366535,0.10655737704918032,0.11234567901234568,yolo,clahe,0,scratch,val_full_seq
0.66,87,684,153825,679,0.11357702349869452,0.9955730734131992,0.11284046692607004,0.11320754716981132,yolo,clahe,0,scratch,val_full_seq
0.69,87,611,153898,679,0.11357702349869452,0.9960455378003871,0.12464183381088825,0.11885245901639345,yolo,clahe,0,scratch,val_full_seq
0.72,76,547,153962,690,0.09921671018276762,0.996459753153538,0.12199036918138041,0.10943124550035997,yolo,clahe,0,scratch,val_full_seq
0.76,67,439,154070,699,0.08746736292428199,0.9971587415619803,0.1324110671936759,0.10534591194968555,yolo,clahe,0,scratch,val_full_seq
0.79,58,351,154158,708,0.07571801566579635,0.9977282876725627,0.14180929095354522,0.09872340425531916,yolo,clahe,0,scratch,val_full_seq
0.82,50,274,154235,716,0.06527415143603134,0.9982266405193225,0.15432098765432098,0.09174311926605505,yolo,clahe,0,scratch,val_full_seq
0.85,39,197,154312,727,0.050913838120104436,0.9987249933660822,0.1652542372881356,0.07784431137724551,yolo,clahe,0,scratch,val_full_seq
0.89,24,103,154406,742,0.031331592689295036,0.9993333721660227,0.1889763779527559,0.05375139977603583,yolo,clahe,0,scratch,val_full_seq
0.92,15,38,154471,751,0.0195822454308094,0.9997540596340666,0.2830188679245283,0.03663003663003663,yolo,clahe,0,scratch,val_full_seq
0.95,2,3,154506,764,0.0026109660574412533,0.999980583655321,0.4,0.005188067444876783,yolo,clahe,0,scratch,val_full_seq
0.01,675,21148,125376,152,0.8162031438935913,0.8556686959132975,0.030930669477157127,0.059602649006622516,yolo,plain,0,pretrained,test_full_seq
0.04,617,9671,136853,210,0.7460701330108828,0.933997160874669,0.059972783825816486,0.11102114260008997,yolo,plain,0,pretrained,test_full_seq
0.07,581,7275,139249,246,0.7025392986698912,0.9503494308099697,0.07395621181262729,0.1338247149602672,yolo,plain,0,pretrained,test_full_seq
0.11,541,5653,140871,286,0.6541717049576784,0.9614192896726816,0.08734258960284146,0.15410910126762567,yolo,plain,0,pretrained,test_full_seq
0.14,521,4963,141561,306,0.6299879081015719,0.9661284158226638,0.0950036469730124,0.16510854064332117,yolo,plain,0,pretrained,test_full_seq
0.17,500,4504,142020,327,0.6045949214026602,0.9692610084354781,0.09992006394884093,0.1714971702966901,yolo,plain,0,pretrained,test_full_seq
0.2,481,4056,142468,346,0.5816203143893591,0.972318528022713,0.10601719197707736,0.17934377330350482,yolo,plain,0,pretrained,test_full_seq
0.24,453,3565,142959,374,0.5477629987908101,0.9756695148917583,0.11274265803882529,0.1869969040247678,yolo,plain,0,pretrained,test_full_seq
0.27,432,3248,143276,395,0.5223700120918985,0.9778329829925473,0.11739130434782609,0.1917017972043488,yolo,plain,0,pretrained,test_full_seq
0.3,418,2980,143544,409,0.5054413542926239,0.9796620348884825,0.12301353737492643,0.19786982248520713,yolo,plain,0,pretrained,test_full_seq
0.33,409,2721,143803,418,0.49455864570737607,0.9814296633998526,0.1306709265175719,0.20672226434167298,yolo,plain,0,pretrained,test_full_seq
0.37,393,2445,144079,434,0.4752116082224909,0.9833133138598454,0.13847780126849896,0.21446111869031378,yolo,plain,0,pretrained,test_full_seq
0.4,376,2270,144254,451,0.4546553808948005,0.9845076574486091,0.1421012849584278,0.21652749784048375,yolo,plain,0,pretrained,test_full_seq
0.43,361,2117,144407,466,0.4365175332527207,0.9855518549862139,0.145682001614205,0.21845688350983358,yolo,plain,0,pretrained,test_full_seq
0.46,347,1977,144547,480,0.4195888754534462,0.9865073298572248,0.14931153184165233,0.22024754046334497,yolo,plain,0,pretrained,test_full_seq
0.5,329,1780,144744,498,0.3978234582829504,0.9878518194971472,0.15599810336652442,0.22411444141689374,yolo,plain,0,pretrained,test_full_seq
0.53,307,1672,144852,520,0.37122128174123337,0.988588900111927,0.1551288529560384,0.2188168210976479,yolo,plain,0,pretrained,test_full_seq
0.56,285,1547,144977,542,0.34461910519951633,0.9894420026753297,0.15556768558951964,0.21436630312147423,yolo,plain,0,pretrained,test_full_seq
0.59,268,1450,145074,559,0.32406287787182586,0.99010401026453,0.1559953434225844,0.2106090373280943,yolo,plain,0,pretrained,test_full_seq
0.63,251,1280,145244,576,0.30350665054413545,0.9912642297507576,0.16394513389941215,0.21289228159457166,yolo,plain,0,pretrained,test_full_seq
0.66,237,1150,145374,590,0.28657799274486095,0.9921514564166962,0.17087238644556596,0.2140921409214092,yolo,plain,0,pretrained,test_full_seq
0.69,219,992,145532,608,0.26481257557436516,0.9932297780568371,0.18084227910817507,0.21491658488714427,yolo,plain,0,pretrained,test_full_seq
0.72,208,818,145706,619,0.25151148730350664,0.9944172968250935,0.20272904483430798,0.22450080949811116,yolo,plain,0,pretrained,test_full_seq
0.76,190,565,145959,637,0.22974607013301088,0.9961439764134203,0.25165562913907286,0.24020227560050567,yolo,plain,0,pretrained,test_full_seq
0.79,183,379,146145,644,0.22128174123337363,0.9974133930277633,0.32562277580071175,0.2634989200863931,yolo,plain,0,pretrained,test_full_seq
0.82,168,200,146324,659,0.20314389359129384,0.9986350358985558,0.45652173913043476,0.2811715481171548,yolo,plain,0,pretrained,test_full_seq
0.85,154,112,146412,673,0.18621523579201935,0.9992356201031913,0.5789473684210527,0.2817932296431839,yolo,plain,0,pretrained,test_full_seq
0.89,140,70,146454,687,0.16928657799274485,0.9995222625644945,0.6666666666666666,0.2700096432015429,yolo,plain,0,pretrained,test_full_seq
0.92,126,31,146493,701,0.1523579201934704,0.9997884305642761,0.802547770700637,0.25609756097560976,yolo,plain,0,pretrained,test_full_seq
0.95,49,4,146520,778,0.0592503022974607,0.9999727007179711,0.9245283018867925,0.11136363636363637,yolo,plain,0,pretrained,test_full_seq
0.01,464,16344,138165,302,0.6057441253263708,0.8942197541890764,0.02760590195145169,0.052805280528052806,yolo,plain,0,pretrained,val_full_seq
0.04,372,9463,145046,394,0.4856396866840731,0.9387543767676964,0.03782409761057448,0.07018205829638713,yolo,plain,0,pretrained,val_full_seq
0.07,326,7758,146751,440,0.4255874673629243,0.9497893326602334,0.04032657100445324,0.0736723163841808,yolo,plain,0,pretrained,val_full_seq
0.11,280,6563,147946,486,0.36553524804177545,0.9575235099573488,0.040917726143504314,0.0735970561177553,yolo,plain,0,pretrained,val_full_seq
0.14,262,5974,148535,504,0.34203655352480417,0.9613355856293161,0.04201411161000641,0.07483576121108254,yolo,plain,0,pretrained,val_full_seq
0.17,241,5475,149034,525,0.31462140992167104,0.9645651709609149,0.042162351294611614,0.07435976550447393,yolo,plain,0,pretrained,val_full_seq
0.2,227,5023,149486,539,0.2963446475195822,0.9674905668925434,0.043238095238095235,0.07546542553191489,yolo,plain,0,pretrained,val_full_seq
0.24,202,4533,149976,564,0.26370757180156656,0.9706619031901055,0.0426610348468849,0.07344119251045265,yolo,plain,0,pretrained,val_full_seq
0.27,186,4183,150326,580,0.24281984334203655,0.9729271434026496,0.04257267109178302,0.07244401168451801,yolo,plain,0,pretrained,val_full_seq
0.3,173,3875,150634,593,0.2258485639686684,0.9749205547896886,0.04273715415019763,0.0718737017033652,yolo,plain,0,pretrained,val_full_seq
0.33,153,3579,150930,613,0.19973890339425587,0.9768363007980118,0.0409967845659164,0.06803023566029347,yolo,plain,0,pretrained,val_full_seq
0.37,143,3217,151292,623,0.1866840731070496,0.9791792063892718,0.04255952380952381,0.06931652932622394,yolo,plain,0,pretrained,val_full_seq
0.4,137,2956,151553,629,0.17885117493472585,0.9808684283763406,0.044293566117038476,0.07100285047939882,yolo,plain,0,pretrained,val_full_seq
0.43,130,2719,151790,636,0.16971279373368145,0.9824023196059777,0.04563004563004563,0.07192254495159059,yolo,plain,0,pretrained,val_full_seq
0.46,120,2488,152021,646,0.1566579634464752,0.9838973781462569,0.046012269938650305,0.07113218731475991,yolo,plain,0,pretrained,val_full_seq
0.5,103,2182,152327,663,0.13446475195822455,0.9858778453035099,0.045076586433260395,0.06751884627990823,yolo,plain,0,pretrained,val_full_seq
0.53,95,1934,152575,671,0.12402088772845953,0.9874829297969697,0.046821094135041895,0.06797853309481217,yolo,plain,0,pretrained,val_full_seq
0.56,86,1700,152809,680,0.1122715404699739,0.9889974046819279,0.048152295632698766,0.06739811912225706,yolo,plain,0,pretrained,val_full_seq
0.59,78,1497,153012,688,0.10182767624020887,0.9903112440052035,0.049523809523809526,0.06663818880820162,yolo,plain,0,pretrained,val_full_seq
0.63,72,1248,153261,694,0.09399477806788512,0.9919228006135565,0.05454545454545454,0.06903163950143816,yolo,plain,0,pretrained,val_full_seq
0.66,65,1064,153445,701,0.08485639686684072,0.9931136697538655,0.05757307351638618,0.06860158311345646,yolo,plain,0,pretrained,val_full_seq
0.69,56,894,153615,710,0.0731070496083551,0.9942139292856726,0.05894736842105263,0.06526806526806526,yolo,plain,0,pretrained,val_full_seq
0.72,49,757,153752,717,0.0639686684073107,0.9951006090260114,0.060794044665012405,0.062340966921119595,yolo,plain,0,pretrained,val_full_seq
0.76,39,572,153937,727,0.050913838120104436,0.9962979502812134,0.06382978723404255,0.05664488017429194,yolo,plain,0,pretrained,val_full_seq
0.79,36,447,154062,730,0.04699738903394256,0.9971069646428363,0.07453416149068323,0.057646116893514815,yolo,plain,0,pretrained,val_full_seq
0.82,29,334,154175,737,0.037859007832898174,0.9978383136257435,0.07988980716253444,0.051372896368467674,yolo,plain,0,pretrained,val_full_seq
0.85,23,233,154276,743,0.030026109660574413,0.9984919972299349,0.08984375,0.04500978473581214,yolo,plain,0,pretrained,val_full_seq
0.89,15,90,154419,751,0.0195822454308094,0.9994175096596315,0.14285714285714285,0.034443168771526984,yolo,plain,0,pretrained,val_full_seq
0.92,6,47,154462,760,0.007832898172323759,0.9996958106000298,0.11320754716981132,0.014652014652014652,yolo,plain,0,pretrained,val_full_seq
0.95,0,33,154476,766,0.0,0.9997864202085316,0.0,0.0,yolo,plain,0,pretrained,val_full_seq
0.01,544,19315,127209,283,0.6577992744860943,0.8681785919030329,0.02739312150662168,0.05259595861935609,yolo,plain,0,scratch,test_full_seq
0.04,466,5700,140824,361,0.5634824667472793,0.9610985231088423,0.07557573791761271,0.13327613327613325,yolo,plain,0,scratch,test_full_seq
0.07,438,3862,142662,389,0.5296251511487303,0.9736425432011138,0.10186046511627907,0.1708601521357519,yolo,plain,0,scratch,test_full_seq
0.11,409,2499,144025,418,0.49455864570737607,0.9829447735524556,0.140646492434663,0.21900937081659974,yolo,plain,0,scratch,test_full_seq
0.14,387,1886,144638,440,0.46795646916565903,0.9871283885233818,0.1702595688517378,0.24967741935483875,yolo,plain,0,scratch,test_full_seq
0.17,374,1487,145037,453,0.45223700120918986,0.9898514919057628,0.20096722192369693,0.27827380952380953,yolo,plain,0,scratch,test_full_seq
0.2,362,1231,145293,465,0.437726723095526,0.9915986459556113,0.22724419334588827,0.2991735537190083,yolo,plain,0,scratch,test_full_seq
0.24,354,1055,145469,473,0.4280532043530834,0.9927998143648822,0.2512420156139106,0.31663685152057247,yolo,plain,0,scratch,test_full_seq
0.27,348,962,145562,479,0.4207980652962515,0.9934345226720537,0.26564885496183205,0.32569021993448755,yolo,plain,0,scratch,test_full_seq
0.3,347,876,145648,480,0.4195888754534462,0.9940214572356747,0.2837285363859362,0.3385365853658537,yolo,plain,0,scratch,test_full_seq
0.33,341,819,145705,486,0.41233373639661425,0.9944104720045863,0.2939655172413793,0.3432310015098138,yolo,plain,0,scratch,test_full_seq
0.37,331,764,145760,496,0.40024183796856105,0.9947858371324834,0.30228310502283107,0.34443288241415193,yolo,plain,0,scratch,test_full_seq
0.4,324,720,145804,503,0.39177750906892383,0.9950861292348011,0.3103448275862069,0.34633885622661675,yolo,plain,0,scratch,test_full_seq
0.43,318,682,145842,509,0.3845223700120919,0.9953454724140756,0.318,0.348111658456486,yolo,plain,0,scratch,test_full_seq
0.46,310,648,145876,517,0.37484885126964934,0.995577516311321,0.3235908141962422,0.3473389355742297,yolo,plain,0,scratch,test_full_seq
0.5,300,585,145939,527,0.36275695284159615,0.9960074800032759,0.3389830508474576,0.35046728971962615,yolo,plain,0,scratch,test_full_seq
0.53,296,555,145969,531,0.35792019347037485,0.9962122246184926,0.34782608695652173,0.3528009535160906,yolo,plain,0,scratch,test_full_seq
0.56,294,527,145997,533,0.3555018137847642,0.9964033195926947,0.35809987819732036,0.3567961165048543,yolo,plain,0,scratch,test_full_seq
0.59,287,494,146030,540,0.347037484885127,0.996628538669433,0.3674775928297055,0.3569651741293532,yolo,plain,0,scratch,test_full_seq
0.63,284,455,146069,543,0.343409915356711,0.9968947066692146,0.38430311231393777,0.3627075351213283,yolo,plain,0,scratch,test_full_seq
0.66,273,427,146097,554,0.3301088270858525,0.9970858016434168,0.39,0.3575638506876228,yolo,plain,0,scratch,test_full_seq
0.69,266,394,146130,561,0.3216444981862152,0.9973110207201551,0.403030303030303,0.35776731674512435,yolo,plain,0,scratch,test_full_seq
0.72,251,358,146166,576,0.30350665054413545,0.997556714258415,0.4121510673234811,0.3495821727019499,yolo,plain,0,scratch,test_full_seq
0.76,238,288,146236,589,0.2877871825876663,0.9980344516939205,0.4524714828897338,0.351810790835181,yolo,plain,0,scratch,test_full_seq
0.79,222,218,146306,605,0.26844014510278114,0.9985121891294259,0.5045454545454545,0.3504340962904499,yolo,plain,0,scratch,test_full_seq
0.82,206,106,146418,621,0.24909310761789602,0.9992765690262346,0.6602564102564102,0.3617208077260755,yolo,plain,0,scratch,test_full_seq
0.85,176,21,146503,651,0.21281741233373638,0.9998566787693484,0.8934010152284264,0.34375,yolo,plain,0,scratch,test_full_seq
0.89,140,1,146523,687,0.16928657799274485,0.9999931751794928,0.9929078014184397,0.2892561983471074,yolo,plain,0,scratch,test_full_seq
0.92,113,0,146524,714,0.13663845223700122,1.0,1.0,0.24042553191489363,yolo,plain,0,scratch,test_full_seq
0.95,71,0,146524,756,0.08585247883917775,1.0,1.0,0.1581291759465479,yolo,plain,0,scratch,test_full_seq
0.01,313,5428,149081,453,0.4086161879895561,0.9648693603608851,0.05452011844626372,0.09620408790533273,yolo,plain,0,scratch,val_full_seq
0.04,237,1567,152942,529,0.3093994778067885,0.9898581959626948,0.13137472283813748,0.18443579766536963,yolo,plain,0,scratch,val_full_seq
0.07,214,1153,153356,552,0.2793733681462141,0.9925376515283899,0.15654718361375275,0.20065635255508674,yolo,plain,0,scratch,val_full_seq
0.11,185,916,153593,581,0.24151436031331594,0.994071542758027,0.16802906448683017,0.1981788966256026,yolo,plain,0,scratch,val_full_seq
0.14,176,803,153706,590,0.2297650130548303,0.9948028917409342,0.1797752808988764,0.20171919770773636,yolo,plain,0,scratch,val_full_seq
0.17,166,715,153794,600,0.21671018276762402,0.9953724378515167,0.188422247446084,0.20157862780813599,yolo,plain,0,scratch,val_full_seq
0.2,159,654,153855,607,0.20757180156657964,0.9957672368599887,0.19557195571955718,0.20139328689043698,yolo,plain,0,scratch,val_full_seq
0.24,148,570,153939,618,0.19321148825065274,0.9963108945109994,0.20612813370473537,0.19946091644204852,yolo,plain,0,scratch,val_full_seq
0.27,142,529,153980,624,0.185378590078329,0.9965762512216116,0.21162444113263784,0.19763395963813501,yolo,plain,0,scratch,val_full_seq
0.3,135,493,154016,631,0.1762402088772846,0.9968092473577591,0.21496815286624205,0.19368723098995694,yolo,plain,0,scratch,val_full_seq
0.33,127,464,154045,639,0.16579634464751958,0.9969969386896557,0.21489001692047377,0.18717759764185704,yolo,plain,0,scratch,val_full_seq
0.37,124,419,154090,642,0.1618798955613577,0.9972881838598399,0.2283609576427256,0.1894576012223071,yolo,plain,0,scratch,val_full_seq
0.4,118,387,154122,648,0.15404699738903394,0.9974952915364154,0.23366336633663368,0.1856805664830842,yolo,plain,0,scratch,val_full_seq
0.43,115,351,154158,651,0.15013054830287206,0.9977282876725627,0.24678111587982832,0.18668831168831165,yolo,plain,0,scratch,val_full_seq
0.46,114,314,154195,652,0.14882506527415143,0.9979677559236032,0.26635514018691586,0.19095477386934673,yolo,plain,0,scratch,val_full_seq
0.5,103,277,154232,663,0.13446475195822455,0.9982072241746436,0.2710526315789474,0.17975567190226877,yolo,plain,0,scratch,val_full_seq
0.53,101,249,154260,665,0.13185378590078328,0.9983884433916471,0.2885714285714286,0.18100358422939067,yolo,plain,0,scratch,val_full_seq
0.56,95,223,154286,671,0.12402088772845953,0.9985567183788646,0.29874213836477986,0.17527675276752766,yolo,plain,0,scratch,val_full_seq
0.59,90,190,154319,676,0.1174934725848564,0.9987702981703331,0.32142857142857145,0.17208413001912046,yolo,plain,0,scratch,val_full_seq
0.63,83,163,154346,683,0.10835509138381201,0.9989450452724437,0.33739837398373984,0.16403162055335968,yolo,plain,0,scratch,val_full_seq
0.66,75,143,154366,691,0.097911227154047,0.9990744875703034,0.3440366972477064,0.15243902439024393,yolo,plain,0,scratch,val_full_seq
0.69,70,117,154392,696,0.09138381201044386,0.9992427625575209,0.37433155080213903,0.14690451206715635,yolo,plain,0,scratch,val_full_seq
0.72,67,100,154409,699,0.08746736292428199,0.9993527885107016,0.40119760479041916,0.14362272240085744,yolo,plain,0,scratch,val_full_seq
