threshold,tp,fp,tn,fn,recall,specificity,precision,f1_score,model,processing,cycle,variant,dataset
0.59,451,10933,135591,376,0.5453446191051995,0.9253842373945566,0.0396170063246662,0.07386782409303087,rtdetr,clahe,0,scratch,test_full_seq
0.63,437,9135,137389,390,0.528415961305925,0.9376552646665393,0.04565399080651902,0.08404654293682084,rtdetr,clahe,0,scratch,test_full_seq
0.66,418,8025,138499,409,0.5054413542926239,0.9452308154295542,0.04950846855383158,0.0901833872707659,rtdetr,clahe,0,scratch,test_full_seq
0.69,397,6993,139531,430,0.4800483675937122,0.9522740301930059,0.053721244925575104,0.09662894000243398,rtdetr,clahe,0,scratch,test_full_seq
0.72,368,5992,140532,459,0.4449818621523579,0.9591056755207338,0.05786163522012579,0.10240712397384166,rtdetr,clahe,0,scratch,test_full_seq
0.76,340,4669,141855,487,0.4111245465538089,0.9681349130517868,0.06787781992413655,0.11651816312542837,rtdetr,clahe,0,scratch,test_full_seq
0.79,309,3655,142869,518,0.373639661426844,0.9750552810461085,0.07795156407669021,0.1289918597370069,rtdetr,clahe,0,scratch,test_full_seq
0.82,267,2687,143837,560,0.32285368802902054,0.9816617072970981,0.09038591740013541,0.14123247818037557,rtdetr,clahe,0,scratch,test_full_seq
0.85,210,1680,144844,617,0.2539298669891173,0.9885343015478693,0.1111111111111111,0.15458225984541774,rtdetr,clahe,0,scratch,test_full_seq
0.89,130,414,146110,697,0.15719467956469166,0.9971745243100106,0.23897058823529413,0.18964259664478483,rtdetr,clahe,0,scratch,test_full_seq
0.92,60,35,146489,767,0.07255139056831923,0.9997611312822473,0.631578947368421,0.1301518438177874,rtdetr,clahe,0,scratch,test_full_seq
0.95,0,0,146524,827,0.0,1.0,0.0,0.0,rtdetr,clahe,0,scratch,test_full_seq
0.01,766,154509,0,0,1.0,0.0,0.004933183062308807,0.009817932466467148,rtdetr,clahe,0,scratch,val_full_seq
0.04,766,154432,77,0,1.0,0.0004983528467597357,0.00493563061379657,0.009822779615808776,rtdetr,clahe,0,scratch,val_full_seq
0.07,762,151049,3460,4,0.9947780678851175,0.022393517529723187,0.005019399121275797,0.00998839930002556,rtdetr,clahe,0,scratch,val_full_seq
0.11,733,132719,21790,33,0.9569190600522193,0.14102738351811223,0.005492611575697629,0.010922529019952616,rtdetr,clahe,0,scratch,val_full_seq
0.14,699,113122,41387,67,0.912532637075718,0.26786141907591143,0.006141221742912116,0.012200336861947691,rtdetr,clahe,0,scratch,val_full_seq
0.17,664,95039,59470,102,0.8668407310704961,0.3848966726857335,0.006938131511028912,0.013766080295224371,rtdetr,clahe,0,scratch,val_full_seq
0.2,614,74631,79878,152,0.8015665796344648,0.5169795934217424,0.008160010631935676,0.016155556432621593,rtdetr,clahe,0,scratch,val_full_seq
0.24,576,48193,106316,190,0.7519582245430809,0.6880893669624423,0.01181078143902889,0.023256283435954376,rtdetr,clahe,0,scratch,val_full_seq
0.27,536,36847,117662,230,0.6997389033942559,0.761521982538234,0.014338068105823503,0.028100343390390314,rtdetr,clahe,0,scratch,val_full_seq
0.3,500,28751,125758,266,0.6527415143603134,0.8139202247118291,0.01709343270315545,0.033314455142086155,rtdetr,clahe,0,scratch,val_full_seq
0.33,461,23681,130828,305,0.6018276762402088,0.8467338472192558,0.01909535249772181,0.03701621968845351,rtdetr,clahe,0,scratch,val_full_seq
0.37,429,18068,136441,337,0.5600522193211488,0.8830618281135727,0.023192950208141862,0.044541348699579514,rtdetr,clahe,0,scratch,val_full_seq
0.4,399,14231,140278,367,0.52088772845953,0.9078953329579507,0.02727272727272727,0.051831644583008575,rtdetr,clahe,0,scratch,val_full_seq
0.43,364,10769,143740,402,0.4751958224543081,0.9303017947174598,0.03269558968831402,0.06118161190015967,rtdetr,clahe,0,scratch,val_full_seq
0.46,336,8240,146269,430,0.4386422976501306,0.9466697732818153,0.03917910447761194,0.07193320488118177,rtdetr,clahe,0,scratch,val_full_seq
0.5,298,5873,148636,468,0.38903394255874674,0.9619892692335075,0.04829039053637984,0.08591610206140983,rtdetr,clahe,0,scratch,val_full_seq
0.53,265,4689,149820,501,0.34595300261096606,0.9696522532668,0.053492127573677835,0.09265734265734266,rtdetr,clahe,0,scratch,val_full_seq
0.56,237,3799,150710,529,0.3093994778067885,0.9754124355215554,0.0587215064420218,0.09870887130362349,rtdetr,clahe,0,scratch,val_full_seq
0.59,216,3146,151363,550,0.2819843342036554,0.9796387265466736,0.06424747174301011,0.10465116279069768,rtdetr,clahe,0,scratch,val_full_seq
0.63,196,2403,152106,570,0.2558746736292428,0.9844475079121604,0.07541362062331666,0.11649331352154534,rtdetr,clahe,0,scratch,val_full_seq
0.66,170,1989,152520,596,0.22193211488250653,0.9871269634778557,0.07874015748031496,0.11623931623931624,rtdetr,clahe,0,scratch,val_full_seq
0.69,152,1573,152936,614,0.19843342036553524,0.9898193632733369,0.08811594202898551,0.12203934162986751,rtdetr,clahe,0,scratch,val_full_seq
0.72,139,1178,153331,627,0.1814621409921671,0.9923758486560653,0.10554290053151101,0.13346135381661067,rtdetr,clahe,0,scratch,val_full_seq
0.76,120,740,153769,646,0.1566579634464752,0.9952106349791922,0.13953488372093023,0.14760147601476012,rtdetr,clahe,0,scratch,val_full_seq
0.79,104,482,154027,662,0.13577023498694518,0.9968804406215819,0.17747440273037543,0.15384615384615385,rtdetr,clahe,0,scratch,val_full_seq
0.82,79,300,154209,687,0.1031331592689295,0.9980583655321049,0.20844327176781002,0.13799126637554585,rtdetr,clahe,0,scratch,val_full_seq
0.85,65,156,154353,701,0.08485639686684072,0.9989903500766946,0.29411764705882354,0.13171225937183384,rtdetr,clahe,0,scratch,val_full_seq
0.89,27,43,154466,739,0.03524804177545692,0.9997216990596017,0.38571428571428573,0.0645933014354067,rtdetr,clahe,0,scratch,val_full_seq
0.92,1,7,154502,765,0.0013054830287206266,0.9999546951957491,0.125,0.002583979328165375,rtdetr,clahe,0,scratch,val_full_seq
0.95,0,0,154509,766,0.0,1.0,0.0,0.0,rtdetr,clahe,0,scratch,val_full_seq
0.01,827,146524,0,0,1.0,0.0,0.00561244918595734,0.0111622508064625,rtdetr,plain,0,pretrained,test_full_seq
0.04,827,146435,89,0,1.0,0.0006074090251426388,0.005615841153861824,0.01116895920696338,rtdetr,plain,0,pretrained,test_full_seq
0.07,827,142315,4209,0,1.0,0.02872566951489176,0.005777479705467299,0.011488584348019366,rtdetr,plain,0,pretrained,test_full_seq
0.11,827,118960,27564,0,1.0,0.1881193524610303,0.0069039211266665,0.013713167625648762,rtdetr,plain,0,pretrained,test_full_seq
0.14,814,97278,49246,13,0.9842805320435308,0.3360951106985886,0.008298332177955389,0.01645791000717759,rtdetr,plain,0,pretrained,test_full_seq
0.17,800,79068,67456,27,0.9673518742442564,0.4603750921350768,0.010016527269995492,0.019827746452692235,rtdetr,plain,0,pretrained,test_full_seq
0.2,782,65160,81364,45,0.9455864570737605,0.5552946957495017,0.01185890631160717,0.023424044092318293,rtdetr,plain,0,pretrained,test_full_seq
0.24,761,51008,95516,66,0.9201934703748489,0.6518795555676886,0.014699916938708493,0.028937561791771236,rtdetr,plain,0,pretrained,test_full_seq
0.27,747,42969,103555,80,0.9032648125755743,0.7067442876252354,0.017087565193521823,0.033540623667018384,rtdetr,plain,0,pretrained,test_full_seq
0.3,734,36569,109955,93,0.8875453446191052,0.7504231388714476,0.019676701605768974,0.038499868869656444,rtdetr,plain,0,pretrained,test_full_seq
0.33,728,31519,115005,99,0.8802902055622733,0.784888482432912,0.022575743480013646,0.04402249501118704,rtdetr,plain,0,pretrained,test_full_seq
0.37,716,26259,120265,111,0.8657799274486094,0.8207870383008927,0.02654309545875811,0.05150708582116395,rtdetr,plain,0,pretrained,test_full_seq
0.4,705,23089,123435,122,0.8524788391777509,0.8424217193087822,0.029629318315541733,0.05726818569513829,rtdetr,plain,0,pretrained,test_full_seq
0.43,694,20767,125757,133,0.8391777509068924,0.8582689525265486,0.032337728903592565,0.062275664034458014,rtdetr,plain,0,pretrained,test_full_seq
0.46,674,18911,127613,153,0.814993954050786,0.8709358193879501,0.03441409241766658,0.06603958455810308,rtdetr,plain,0,pretrained,test_full_seq
0.5,666,16971,129553,161,0.8053204353083434,0.8841759711719582,0.03776152406871917,0.07214038128249567,rtdetr,plain,0,pretrained,test_full_seq
0.53,659,15797,130727,168,0.7968561064087062,0.8921883104474352,0.040046183762761305,0.07625990858068624,rtdetr,plain,0,pretrained,test_full_seq
0.56,650,14837,131687,177,0.7859733978234583,0.898740138134367,0.04197068509072125,0.07968615912713006,rtdetr,plain,0,pretrained,test_full_seq
0.59,634,13980,132544,193,0.7666263603385731,0.9045890093090552,0.04338305734227453,0.08211903374133799,rtdetr,plain,0,pretrained,test_full_seq
0.63,616,13034,133490,211,0.7448609431680774,0.911045289508886,0.04512820512820513,0.0851005042481177,rtdetr,plain,0,pretrained,test_full_seq
0.66,598,12499,134025,229,0.7230955259975816,0.9146965684802489,0.045659311292662444,0.08589485779948292,rtdetr,plain,0,pretrained,test_full_seq
0.69,583,11991,134533,244,0.7049576783555018,0.9181635772979171,0.046365516144425,0.08700843220655176,rtdetr,plain,0,pretrained,test_full_seq
0.72,554,11475,135049,273,0.6698911729141476,0.9216851846796429,0.04605536619835398,0.08618543870566273,rtdetr,plain,0,pretrained,test_full_seq
0.76,531,10603,135921,296,0.6420798065296252,0.9276364281619394,0.04769175498473145,0.08878856282919488,rtdetr,plain,0,pretrained,test_full_seq
0.79,506,9629,136895,321,0.6118500604594922,0.9342838033359723,0.04992599901332018,0.0923189199051268,rtdetr,plain,0,pretrained,test_full_seq
0.82,473,8117,138407,354,0.5719467956469165,0.9446029319428899,0.055064027939464494,0.10045662100456622,rtdetr,plain,0,pretrained,test_full_seq
0.85,420,6016,140508,407,0.5078597339782346,0.9589418798285605,0.06525792417650715,0.11565468814539447,rtdetr,plain,0,pretrained,test_full_seq
0.89,291,1565,144959,536,0.3518742442563482,0.9893191559061997,0.1567887931034483,0.21692135669027213,rtdetr,plain,0,pretrained,test_full_seq
0.92,130,185,146339,697,0.15719467956469166,0.9987374082061642,0.4126984126984127,0.22767075306479861,rtdetr,plain,0,pretrained,test_full_seq
0.95,30,0,146524,797,0.036275695284159616,1.0,1.0,0.07001166861143525,rtdetr,plain,0,pretrained,test_full_seq
0.01,766,154509,0,0,1.0,0.0,0.004933183062308807,0.009817932466467148,rtdetr,plain,0,pretrained,val_full_seq
0.04,766,132824,21685,0,1.0,0.14034781145434894,0.005733962122913392,0.011402542499032421,rtdetr,plain,0,pretrained,val_full_seq
0.07,760,127230,27279,6,0.9921671018276762,0.1765528221656991,0.005937963903429955,0.011805275093976204,rtdetr,plain,0,pretrained,val_full_seq
0.11,731,102594,51915,35,0.9543080939947781,0.33599984466924254,0.0070747640938785385,0.014045402580434428,rtdetr,plain,0,pretrained,val_full_seq
0.14,704,84454,70055,62,0.9190600522193212,0.4534040088279647,0.008266986072946758,0.016386574181835114,rtdetr,plain,0,pretrained,val_full_seq
0.17,689,70565,83944,77,0.8994778067885117,0.5432952125766136,0.009669632582030482,0.019133574007220218,rtdetr,plain,0,pretrained,val_full_seq
0.2,671,60028,94481,95,0.8759791122715405,0.6114918872039816,0.01105454785087069,0.021833563816806314,rtdetr,plain,0,pretrained,val_full_seq
0.24,642,49898,104611,124,0.8381201044386423,0.6770544110699053,0.012702809655718243,0.02502631271196351,rtdetr,plain,0,pretrained,val_full_seq
0.27,625,43908,110601,141,0.8159268929503917,0.7158223792788769,0.014034536186648103,0.02759442813307137,rtdetr,plain,0,pretrained,val_full_seq
0.3,607,38774,115735,159,0.7924281984334204,0.7490502171394546,0.015413524288362408,0.03023887214486761,rtdetr,plain,0,pretrained,val_full_seq
0.33,586,34497,120012,180,0.7650130548302873,0.7767314525367455,0.01670324658666591,0.03269268319897348,rtdetr,plain,0,pretrained,val_full_seq
0.37,565,29854,124655,201,0.737597911227154,0.8067814819848682,0.018573917617278675,0.03623536956870291,rtdetr,plain,0,pretrained,val_full_seq
0.4,550,26980,127529,216,0.7180156657963447,0.825382340187303,0.019978205593897565,0.03887475261521063,rtdetr,plain,0,pretrained,val_full_seq
0.43,534,24535,129974,232,0.6971279373368147,0.8412066611006479,0.02130120866408712,0.041339268434294564,rtdetr,plain,0,pretrained,val_full_seq
0.46,517,22369,132140,249,0.674934725848564,0.8552252619588503,0.02259022983483352,0.04371723321495011,rtdetr,plain,0,pretrained,val_full_seq
0.5,494,19734,134775,272,0.6449086161879896,0.872279284701862,0.02442159383033419,0.04706106506620939,rtdetr,plain,0,pretrained,val_full_seq
0.53,482,17793,136716,284,0.6292428198433421,0.8848416597091432,0.026374829001367988,0.05062759308859829,rtdetr,plain,0,pretrained,val_full_seq
0.56,465,16007,138502,301,0.6070496083550914,0.8964008569080119,0.028229723166585723,0.053950574312565266,rtdetr,plain,0,pretrained,val_full_seq
0.59,436,14439,140070,330,0.5691906005221932,0.9065491330602101,0.029310924369747898,0.05575091106706732,rtdetr,plain,0,pretrained,val_full_seq
0.63,408,12755,141754,358,0.5326370757180157,0.9174481745399944,0.030995973562257844,0.05858281283652811,rtdetr,plain,0,pretrained,val_full_seq
0.66,387,11680,142829,379,0.5052219321148825,0.9244056980499518,0.03207093726692633,0.06031325488973739,rtdetr,plain,0,pretrained,val_full_seq
0.69,371,10601,143908,395,0.48433420365535246,0.9313891100194811,0.03381334305504922,0.06321349463281649,rtdetr,plain,0,pretrained,val_full_seq
0.72,352,9485,145024,414,0.4595300261096606,0.9386119902400507,0.03578326725627732,0.06639630293313213,rtdetr,plain,0,pretrained,val_full_seq
0.76,319,7985,146524,447,0.4164490861618799,0.9483201625795261,0.03841522157996147,0.07034178610804852,rtdetr,plain,0,pretrained,val_full_seq
0.79,282,6907,147602,484,0.3681462140992167,0.9552971024341624,0.0392265961886215,0.0708988057825267,rtdetr,plain,0,pretrained,val_full_seq
0.82,246,5760,148749,520,0.32114882506527415,0.9627206182164145,0.04095904095904096,0.07265209686946249,rtdetr,plain,0,pretrained,val_full_seq
0.85,206,4367,150142,560,0.2689295039164491,0.9717362742623407,0.045047015088563305,0.07716800899044765,rtdetr,plain,0,pretrained,val_full_seq
0.89,108,2014,152495,658,0.1409921671018277,0.9869651606055311,0.05089538171536286,0.07479224376731301,rtdetr,plain,0,pretrained,val_full_seq
0.92,43,524,153985,723,0.05613577023498695,0.9966086117960766,0.07583774250440917,0.06451612903225808,rtdetr,plain,0,pretrained,val_full_seq
0.95,10,4,154505,756,0.013054830287206266,0.999974111540428,0.7142857142857143,0.02564102564102564,rtdetr,plain,0,pretrained,val_full_seq
0.01,827,146524,0,0,1.0,0.0,0.00561244918595734,0.0111622508064625,rtdetr,plain,0,scratch,test_full_seq
0.04,827,141050,5474,0,1.0,0.037359067456525896,0.00582899271904537,0.011590424935530889,rtdetr,plain,0,scratch,test_full_seq
0.07,817,103443,43081,10,0.9879081015719468,0.2940200922715733,0.007836178783809707,0.015549021287124005,rtdetr,plain,0,scratch,test_full_seq
0.11,772,67514,79010,55,0.9334945586457074,0.5392290682755043,0.01130539202764842,0.022340225427922383,rtdetr,plain,0,scratch,test_full_seq
0.14,750,51117,95407,77,0.9068923821039904,0.6511356501324015,0.014460061310659958,0.02846623904049797,rtdetr,plain,0,scratch,test_full_seq
0.17,735,38110,108414,92,0.8887545344619106,0.7399060904698207,0.01892135409962672,0.037053841500302484,rtdetr,plain,0,scratch,test_full_seq
0.2,727,28101,118423,100,0.879081015719468,0.8082157189265923,0.025218537532954072,0.049030517619288484,rtdetr,plain,0,scratch,test_full_seq
0.24,706,19072,127452,121,0.8536880290205562,0.8698370232862875,0.03569622813226818,0.06852705653967484,rtdetr,plain,0,scratch,test_full_seq
0.27,694,14255,132269,133,0.8391777509068924,0.9027121836695695,0.04642451000066894,0.08798174442190669,rtdetr,plain,0,scratch,test_full_seq
0.3,683,11332,135192,144,0.8258766626360339,0.9226611340121755,0.056845609654598415,0.1063697243420028,rtdetr,plain,0,scratch,test_full_seq
0.33,672,9515,137009,155,0.8125755743651754,0.9350618328737954,0.06596642780013744,0.1220265117123661,rtdetr,plain,0,scratch,test_full_seq
0.37,660,7765,138759,167,0.7980652962515115,0.9470052687614315,0.07833827893175074,0.14267185473411154,rtdetr,plain,0,scratch,test_full_seq
0.4,652,6873,139651,175,0.788391777509069,0.9530930086538724,0.08664451827242525,0.15613026819923373,rtdetr,plain,0,scratch,test_full_seq
0.43,643,6075,140449,184,0.777509068923821,0.9585392154186345,0.09571300982435249,0.1704440026507621,rtdetr,plain,0,scratch,test_full_seq
0.46,634,5413,141111,193,0.7666263603385731,0.9630572465944146,0.10484537787332561,0.18446319464649402,rtdetr,plain,0,scratch,test_full_seq
0.5,614,4662,141862,213,0.7424425634824667,0.9681826867953373,0.11637604245640637,0.20121251843355725,rtdetr,plain,0,scratch,test_full_seq
0.53,605,4193,142331,222,0.7315598548972189,0.9713835276132238,0.12609420591913298,0.21511111111111111,rtdetr,plain,0,scratch,test_full_seq
0.56,593,3715,142809,234,0.717049576783555,0.9746457918156752,0.13765088207985143,0.23096397273612462,rtdetr,plain,0,scratch,test_full_seq
0.59,586,3297,143227,241,0.7085852478839177,0.9774985667876935,0.15091424156579963,0.24883227176220804,rtdetr,plain,0,scratch,test_full_seq
0.63,575,2824,143700,252,0.6952841596130592,0.9807267068876089,0.1691674021771109,0.2721249408424042,rtdetr,plain,0,scratch,test_full_seq
0.66,568,2566,143958,259,0.686819830713422,0.9824875105784718,0.18123803446075304,0.28679626356980564,rtdetr,plain,0,scratch,test_full_seq
0.69,550,2295,144229,277,0.6650544135429263,0.9843370369359286,0.19332161687170474,0.2995642701525054,rtdetr,plain,0,scratch,test_full_seq
0.72,528,2006,144518,299,0.6384522370012092,0.9863094100625154,0.20836621941594316,0.31419220470098186,rtdetr,plain,0,scratch,test_full_seq
0.76,500,1506,145018,327,0.6045949214026602,0.9897218203161257,0.24925224327018944,0.3529827038475115,rtdetr,plain,0,scratch,test_full_seq
0.79,476,1109,145415,351,0.5755743651753326,0.9924312740574923,0.3003154574132492,0.3946932006633499,rtdetr,plain,0,scratch,test_full_seq
0.82,457,761,145763,370,0.5525997581620314,0.9948063115940051,0.37520525451559933,0.44694376528117363,rtdetr,plain,0,scratch,test_full_seq
0.85,425,519,146005,402,0.5139056831922612,0.9964579181567524,0.4502118644067797,0.4799548277809147,rtdetr,plain,0,scratch,test_full_seq
0.89,364,210,146314,463,0.44014510278113667,0.9985667876934836,0.6341463414634146,0.5196288365453248,rtdetr,plain,0,scratch,test_full_seq
0.92,253,66,146458,574,0.3059250302297461,0.9995495618465234,0.7931034482758621,0.4415357766143107,rtdetr,plain,0,scratch,test_full_seq
0.95,66,29,146495,761,0.07980652962515115,0.9998020802052906,0.6947368421052632,0.14316702819956617,rtdetr,plain,0,scratch,test_full_seq
0.01,766,154509,0,0,1.0,0.0,0.004933183062308807,0.009817932466467148,rtdetr,plain,0,scratch,val_full_seq
0.04,765,125669,28840,1,0.9986945169712794,0.18665579351364645,0.00605058765838303,0.012028301886792452,rtdetr,plain,0,scratch,val_full_seq
0.07,756,94426,60083,10,0.9869451697127938,0.38886407911513243,0.007942678237481876,0.015758535873598198,rtdetr,plain,0,scratch,val_full_seq
0.11,720,67028,87481,46,0.9399477806788512,0.5661870829530966,0.01062762000354254,0.021017602241877573,rtdetr,plain,0,scratch,val_full_seq
0.14,689,51417,103092,77,0.8994778067885117,0.6672232685474633,0.013223045330672091,0.02606294446966258,rtdetr,plain,0,scratch,val_full_seq
0.17,669,39970,114539,97,0.8733681462140992,0.7413095677274463,0.016462019242599473,0.0323149378094433,rtdetr,plain,0,scratch,val_full_seq
0.2,652,32500,122009,114,0.8511749347258486,0.7896562659780336,0.019666988416988416,0.03844566306975647,rtdetr,plain,0,scratch,val_full_seq
0.24,626,26236,128273,140,0.8172323759791122,0.8301975936676828,0.02330429603156876,0.04531634573620964,rtdetr,plain,0,scratch,val_full_seq
0.27,607,23035,131474,159,0.7924281984334204,0.8509148334401232,0.025674646814990272,0.049737790888233366,rtdetr,plain,0,scratch,val_full_seq
0.3,592,20353,134156,174,0.7728459530026109,0.8682730455831051,0.028264502267844355,0.054534567730643455,rtdetr,plain,0,scratch,val_full_seq
0.33,572,17924,136585,194,0.7467362924281984,0.8839938126581623,0.03092560553633218,0.05939154812584362,rtdetr,plain,0,scratch,val_full_seq
0.37,551,15253,139256,215,0.7193211488250653,0.9012808315373214,0.03486459124272336,0.06650573325286663,rtdetr,plain,0,scratch,val_full_seq
0.4,536,13580,140929,230,0.6997389033942559,0.912108679753283,0.037971096627939925,0.0720333288536487,rtdetr,plain,0,scratch,val_full_seq
0.43,508,12249,142260,258,0.6631853785900783,0.9207230646758441,0.039821274594340365,0.07513125785698441,rtdetr,plain,0,scratch,val_full_seq
0.46,495,11032,143477,271,0.6462140992167101,0.9285996285006052,0.04294265637199618,0.0805336370292036,rtdetr,plain,0,scratch,val_full_seq
0.5,469,9733,144776,297,0.6122715404699739,0.9370069057465908,0.045971378161144875,0.08552151714077316,rtdetr,plain,0,scratch,val_full_seq
0.53,448,8954,145555,318,0.5848563968668408,0.942048683248225,0.04764943629015103,0.08811959087332809,rtdetr,plain,0,scratch,val_full_seq
0.56,438,8254,146255,328,0.5718015665796344,0.9465791636733135,0.05039116428900138,0.09262000422922394,rtdetr,plain,0,scratch,val_full_seq
0.59,417,7249,147260,349,0.5443864229765013,0.953083639140762,0.0543960344377772,0.0989089184060721,rtdetr,plain,0,scratch,val_full_seq
0.63,382,4835,149674,384,0.49869451697127937,0.9687073244924244,0.0732221583285413,0.12769513621928796,rtdetr,plain,0,scratch,val_full_seq
0.66,368,3016,151493,398,0.4804177545691906,0.9804801014827615,0.10874704491725769,0.17734939759036145,rtdetr,plain,0,scratch,val_full_seq
0.69,346,1979,152530,420,0.4516971279373368,0.9871916846267855,0.14881720430107526,0.2238757683597541,rtdetr,plain,0,scratch,val_full_seq
0.72,322,1477,153032,444,0.42036553524804177,0.9904406863030633,0.17898832684824903,0.2510721247563353,rtdetr,plain,0,scratch,val_full_seq
0.76,297,1065,153444,469,0.3877284595300261,0.9931071976389725,0.21806167400881057,0.2791353383458646,rtdetr,plain,0,scratch,val_full_seq
0.79,268,777,153732,498,0.34986945169712796,0.9949711667281518,0.25645933014354066,0.2959690778575373,rtdetr,plain,0,scratch,val_full_seq
0.82,240,509,154000,526,0.3133159268929504,0.9967056935194714,0.3204272363150868,0.31683168316831684,rtdetr,plain,0,scratch,val_full_seq
0.85,208,303,154206,558,0.27154046997389036,0.998038949187426,0.4070450097847358,0.32576350822239625,rtdetr,plain,0,scratch,val_full_seq
0.89,147,152,154357,619,0.1919060052219321,0.9990162385362665,0.4916387959866221,0.276056338028169,rtdetr,plain,0,scratch,val_full_seq
0.92,73,75,154434,693,0.09530026109660575,0.9995145913830262,0.49324324324324326,0.15973741794310722,rtdetr,plain,0,scratch,val_full_seq
0.95,14,15,154494,752,0.018276762402088774,0.9999029182766053,0.4827586206896552,0.03522012578616352,rtdetr,plain,0,scratch,val_full_seq
0.01,703,35567,110957,124,0.8500604594921403,0.7572616090196828,0.01938240970499035,0.03790063886567647,yolo,clahe,0,pretrained,test_full_seq
0.04,630,18419,128105,197,0.7617896009673518,0.8742936310775027,0.033072602236337866,0.06339303682833568,yolo,clahe,0,pretrained,test_full_seq
0.07,596,13433,133091,231,0.720677146311971,0.9083221861265048,0.04248342718654216,0.08023694130317716,yolo,clahe,0,pretrained,test_full_seq
0.11,563,10110,136414,264,0.6807738814993954,0.9310010646719992,0.05274992972922327,0.09791304347826085,yolo,clahe,0,pretrained,test_full_seq
0.14,549,8573,137951,278,0.6638452237001209,0.9414908137915973,0.0601841701381276,0.11036285053774247,yolo,clahe,0,pretrained,test_full_seq
0.17,520,7426,139098,307,0.6287787182587666,0.9493188829133794,0.06544173168890008,0.11854553744443179,yolo,clahe,0,pretrained,test_full_seq
0.2,507,6539,139985,320,0.6130592503022975,0.9553724987032841,0.07195571955719557,0.1287946145052712,yolo,clahe,0,pretrained,test_full_seq
0.24,482,5605,140919,345,0.5828295042321644,0.9617468810570282,0.07918514867750945,0.13942724905987852,yolo,clahe,0,pretrained,test_full_seq
0.27,474,5012,141512,353,0.5731559854897219,0.9657939996178101,0.08640174990885892,0.15016632345952796,yolo,clahe,0,pretrained,test_full_seq
0.3,463,4585,141939,364,0.5598548972188634,0.9687081979743932,0.09171949286846276,0.15761702127659577,yolo,clahe,0,pretrained,test_full_seq
0.33,450,4204,142320,377,0.5441354292623942,0.9713084545876444,0.09669101847872798,0.16420361247947454,yolo,clahe,0,pretrained,test_full_seq
0.37,438,3738,142786,389,0.5296251511487303,0.9744888209440091,0.10488505747126436,0.17509494303417947,yolo,clahe,0,pretrained,test_full_seq
0.4,425,3478,143046,402,0.5139056831922612,0.9762632742758866,0.1088905969766846,0.17970401691331925,yolo,clahe,0,pretrained,test_full_seq
0.43,408,3199,143325,419,0.49334945586457074,0.9781673991974011,0.11311339062933186,0.1840324763193505,yolo,clahe,0,pretrained,test_full_seq
0.46,395,2979,143545,432,0.47762998790810157,0.9796688597089896,0.11707172495554238,0.18805046417519639,yolo,clahe,0,pretrained,test_full_seq
0.5,381,2673,143851,446,0.4607013301088271,0.9817572547841992,0.12475442043222004,0.19634114918835352,yolo,clahe,0,pretrained,test_full_seq
0.53,360,2468,144056,467,0.43530834340991537,0.9831563429881794,0.1272984441301273,0.19699042407660738,yolo,clahe,0,pretrained,test_full_seq
0.56,351,2278,144246,476,0.4244256348246675,0.9844530588845514,0.13351084062381133,0.203125,yolo,clahe,0,pretrained,test_full_seq
0.59,335,2115,144409,492,0.40507859733978235,0.9855655046272283,0.13673469387755102,0.20445529447665547,yolo,clahe,0,pretrained,test_full_seq
0.63,307,1893,144631,520,0.37122128174123337,0.9870806147798313,0.13954545454545456,0.2028410967955071,yolo,clahe,0,pretrained,test_full_seq
0.66,291,1715,144809,536,0.3518742442563482,0.9882954328301166,0.14506480558325024,0.20543593363925167,yolo,clahe,0,pretrained,test_full_seq
0.69,280,1507,145017,547,0.3385731559854897,0.9897149954956185,0.15668718522663683,0.21423106350420812,yolo,clahe,0,pretrained,test_full_seq
0.72,265,1292,145232,562,0.32043530834340994,0.9911823319046709,0.170199100834939,0.22231543624161076,yolo,clahe,0,pretrained,test_full_seq
0.76,241,1009,145515,586,0.2914147521160822,0.9931137561082144,0.1928,0.2320654790563312,yolo,clahe,0,pretrained,test_full_seq
0.79,222,789,145735,605,0.26844014510278114,0.9946152166198029,0.2195845697329377,0.2415669205658324,yolo,clahe,0,pretrained,test_full_seq
0.82,215,562,145962,612,0.2599758162031439,0.996164450874942,0.2767052767052767,0.2680798004987531,yolo,clahe,0,pretrained,test_full_seq
0.85,196,312,146212,631,0.2370012091898428,0.9978706560017472,0.3858267716535433,0.2936329588014981,yolo,clahe,0,pretrained,test_full_seq
0.89,172,40,146484,655,0.2079806529625151,0.9997270071797112,0.8113207547169812,0.33108758421559187,yolo,clahe,0,pretrained,test_full_seq
0.92,141,8,146516,686,0.17049576783555018,0.9999454014359422,0.9463087248322147,0.2889344262295082,yolo,clahe,0,pretrained,test_full_seq
0.95,81,1,146523,746,0.09794437726723096,0.9999931751794928,0.9878048780487805,0.1782178217821782,yolo,clahe,0,pretrained,test_full_seq
0.01,470,21832,132677,296,0.6135770234986945,0.8587007876563825,0.021074343108241415,0.04074908964799723,yolo,clahe,0,pretrained,val_full_seq
0.04,381,14546,139963,385,0.49738903394255873,0.9058566167666608,0.02552421786025323,0.04855668132288281,yolo,clahe,0,pretrained,val_full_seq
0.07,337,12328,142181,429,0.43994778067885115,0.9202117675992985,0.026608764311093564,0.05018241381877746,yolo,clahe,0,pretrained,val_full_seq
