model,processing,cycle,variant,dataset,mAP,mAP50-95,mAR,precision,recall,Other_Amphibian_ap,Other_Amphibian_precision_optimal,Other_Amphibian_recall_optimal,Other_Amphibian_optimal_threshold,Other_Amphibian_specificity_optimal,Small_Mammal_ap,Small_Mammal_precision_optimal,Small_Mammal_recall_optimal,Small_Mammal_optimal_threshold,Small_Mammal_specificity_optimal,Western_Leopard_Toad_ap,Western_Leopard_Toad_precision_optimal,Western_Leopard_Toad_recall_optimal,Western_Leopard_Toad_optimal_threshold,Western_Leopard_Toad_specificity_optimal
rtdetr,clahe,2,scratch,val,0.7417833726058513,0.5949180255276657,0.6667465376948667,0.8042757913528686,0.6667465376948667,0.569532843686114,0.799554565701559,0.47549668874172185,0.1164,0.95,0.995,1.0,1.0,0.5955,0.95,0.6608172741314394,0.54,0.7105263157894737,0.6990000000000001,0.95
rtdetr,clahe,3,pretrained,test,0.7007637516425889,0.473079150576301,0.6343158518126654,0.7271239964763422,0.6343158518126654,0.7273992865965533,0.7551342812006319,0.6530054644808743,0.114,0.95,0.4959425070688029,0.3333333333333333,0.5,0.1723,0.95,0.8789494612624105,0.807909604519774,0.8411764705882353,0.43,0.95
rtdetr,clahe,3,pretrained,val,0.4489487602267819,0.3623485906527798,0.3585446859903381,0.5220605244309201,0.3585446859903381,0.6746596528238353,0.7504332755632582,0.5735099337748344,0.114,0.95,0.0091284403669724,0.0072992700729927005,1.0,0.1723,0.95,0.6630581874895378,0.7246376811594203,0.6578947368421053,0.43,0.95
rtdetr,clahe,3,scratch,test,0.8459654250946872,0.5546689544859346,0.7741346005464814,0.8864396332244663,0.7741346005464814,0.6514976253094656,0.7483552631578947,0.6215846994535519,0.0771,0.95,0.995,1.0,1.0,0.4283,0.95,0.8913986499745962,0.7868852459016393,0.8470588235294118,0.6359,0.95
rtdetr,clahe,3,scratch,val,0.6791509648058413,0.4804233213616653,0.6491919998202506,0.7760395784133856,0.6491919998202506,0.5380528166081765,0.8008752735229759,0.4847682119205298,0.0771,0.95,0.995,1.0,1.0,0.4283,0.95,0.5044000778093473,0.5584415584415584,0.5657894736842105,0.6359,0.95
rtdetr,clahe,4,pretrained,test,0.6329650986021212,0.5078557510331017,0.5437706500283223,0.9052405634338084,0.5437706500283223,0.880350024244881,0.8342318059299192,0.8456284153005464,0.1896,0.95,0.126027027027027,0.08333333333333333,0.5,0.1122,0.95,0.8925182445344559,0.8362573099415205,0.8411764705882353,0.7694,0.95
rtdetr,clahe,4,pretrained,val,0.8660905156088096,0.5436445984976933,0.5730676328502415,0.7294397711318684,0.5730676328502415,0.8099364475113795,0.8479880774962743,0.7536423841059603,0.1896,0.95,0.995,1.0,1.0,0.1122,0.95,0.7933350993150491,0.7160493827160493,0.7631578947368421,0.7694,0.95
rtdetr,clahe,4,scratch,test,0.4947148610036809,0.3545265475086164,0.6827967391584758,0.3747983838989264,0.6827967391584758,0.6098466889540048,0.5226019845644984,0.6475409836065574,0.1957,0.95,0.1530769230769231,0.04,0.5,0.1561,0.95,0.7212209709801147,0.5321428571428571,0.8764705882352941,0.2294,0.95
rtdetr,clahe,4,scratch,val,0.4494281140182801,0.3134913828017445,0.4254249856341955,0.3979347943193992,0.4254249856341955,0.6037887575792146,0.6797385620915033,0.5509933774834437,0.1957,0.95,0.1658333333333333,0.1,1.0,0.1561,0.95,0.5786622511422926,0.6136363636363636,0.7105263157894737,0.2294,0.95
faster_rcnn,plain,0,pretrained,test,0.1946564649551745,0.0966788914586292,0.4091143616335165,0.2669025596403255,0.4091143616335165,0.2304596022962375,0.3745819397993311,0.3163841807909605,0.1743,0.95,0.0002969121140142,0.0005938242280285,0.5,0.0017,0.95,0.3532128804552719,0.425531914893617,0.410958904109589,0.8176,0.95
faster_rcnn,plain,0,pretrained,val,0.0221514451355936,0.0110940843325778,0.4047403381642512,0.0554721308950303,0.4047403381642512,0.024488139768562,0.0819935691318328,0.0692934782608695,0.135,0.95,0.0144927536231884,0.0144927536231884,1.0,0.0408,0.95,0.0274734420150303,0.0699300699300699,0.144927536231884,0.5427,0.95
faster_rcnn,plain,0,scratch,test,0.344344197563948,0.223701537483294,0.5021412171400562,0.4669882062361977,0.5021412171400562,0.4682619598026638,0.6628131021194605,0.4858757062146893,0.2103,0.95,0.0001437194596148,0.0002874389192296,0.5,0.0018,0.95,0.5646269134295653,0.7378640776699029,0.5205479452054794,0.8133,0.95
faster_rcnn,plain,0,scratch,val,0.4862304534701375,0.2291526707399309,0.5418176328502415,0.6213942307692307,0.5418176328502415,0.0984097752500826,0.371875,0.1616847826086956,0.1383,0.95,1.0,1.0,1.0,0.1663,0.95,0.3602815851603299,0.4923076923076923,0.463768115942029,0.319,0.95
faster_rcnn,plain,1,pretrained,test,0.2527745968822953,0.1399625970470263,0.4413358099218327,0.3595988774989356,0.4413358099218327,0.2122192376574659,0.3328050713153724,0.2966101694915254,0.0474,0.95,0.0063291139240506,0.0126582278481012,0.5,0.0142,0.95,0.5397754390653695,0.7333333333333333,0.5273972602739726,0.4649,0.95
faster_rcnn,plain,1,pretrained,val,0.098911658487426,0.0574326058330434,0.4675422705314009,0.1263289342982829,0.4675422705314009,0.0169353999077199,0.0703448275862069,0.0692934782608695,0.0213,0.95,0.1666666666666666,0.1666666666666666,1.0,0.1374,0.95,0.1131329088878916,0.1419753086419753,0.3333333333333333,0.0283,0.95
faster_rcnn,plain,1,scratch,test,0.3743310475788235,0.25095517275555,0.5206188891468668,0.5020768876402679,0.5206188891468668,0.5129918008383857,0.7223340040241448,0.5070621468926554,0.1802,0.95,0.0028442317916002,0.005050505050505,0.5,0.0157,0.95,0.6071571101064847,0.7788461538461539,0.5547945205479452,0.3765,0.95
faster_rcnn,plain,1,scratch,val,0.4954992761383312,0.2012155237801645,0.5689915458937198,0.579469696969697,0.5689915458937198,0.1935401083178427,0.4475,0.2432065217391304,0.0748,0.95,1.0,1.0,1.0,0.338,0.95,0.292957720097151,0.2909090909090909,0.463768115942029,0.0398,0.95
faster_rcnn,plain,2,pretrained,test,0.3179363844421804,0.1714057049606016,0.472364110104997,0.4799662851565965,0.472364110104997,0.3837388971932813,0.527681660899654,0.4307909604519774,0.1109,0.95,0.0384615384615384,0.0769230769230769,0.5,0.0149,0.95,0.5316087176717215,0.8352941176470589,0.4863013698630137,0.8493,0.95
faster_rcnn,plain,2,pretrained,val,0.0697648450821712,0.0435101285124259,0.476298309178744,0.1168816815368539,0.476298309178744,0.0379666124746436,0.1163793103448275,0.1100543478260869,0.0747,0.95,0.0227272727272727,0.0227272727272727,1.0,0.0315,0.95,0.1486006500445972,0.2115384615384615,0.3188405797101449,0.299,0.95
faster_rcnn,plain,2,scratch,test,0.3094201217947482,0.1961781122106918,0.4564081727420478,0.5160914610415767,0.4564081727420478,0.4640284315799746,0.7033195020746889,0.4788135593220339,0.2585,0.95,0.0094339622641509,0.0188679245283018,0.5,0.0518,0.95,0.4547979715401192,0.8260869565217391,0.3904109589041096,0.771,0.95
faster_rcnn,plain,2,scratch,val,0.3967657531630184,0.3016418255988748,0.4604468599033816,0.530074347364302,0.4604468599033816,0.1188877147912666,0.4104477611940298,0.1494565217391304,0.1698,0.95,1.0,1.0,1.0,0.079,0.95,0.0714095446977884,0.1797752808988764,0.2318840579710145,0.0566,0.95
faster_rcnn,plain,3,pretrained,test,0.2905638152832646,0.1603875646627884,0.4836119495395093,0.3425283317542356,0.4836119495395093,0.3243648297570813,0.4515570934256055,0.3686440677966102,0.0526,0.95,0.0008517887563884,0.0017035775127768,0.5,0.002,0.95,0.5464748273363242,0.5743243243243243,0.5821917808219178,0.7328,0.95
faster_rcnn,plain,3,pretrained,val,0.1424264786693608,0.0812308409977798,0.5135869565217391,0.2025164959127223,0.5135869565217391,0.0574754308866587,0.1839622641509433,0.1059782608695652,0.0285,0.95,0.0181818181818181,0.0181818181818181,1.0,0.03,0.95,0.3516221869396055,0.4054054054054054,0.4347826086956521,0.213,0.95
faster_rcnn,plain,3,scratch,test,0.4162451135878871,0.2552274138093944,0.5333565513505146,0.6114190687361419,0.5333565513505146,0.5531091186172664,0.6818181818181818,0.5932203389830508,0.2302,0.95,0.1252980625931445,0.25,0.5,0.0526,0.95,0.5703281595532504,0.902439024390244,0.5068493150684932,0.5428,0.95
faster_rcnn,plain,3,scratch,val,0.4581231284666813,0.2398005764499645,0.5227958937198067,0.5337730169971672,0.5227958937198067,0.2117740470541327,0.3356940509915014,0.3220108695652174,0.025,0.95,1.0,1.0,1.0,0.1779,0.95,0.1625953383459114,0.265625,0.2463768115942029,0.0391,0.95
faster_rcnn,plain,4,pretrained,test,0.3017740068770501,0.1778392128886061,0.451880659391688,0.4834668439096677,0.451880659391688,0.2943331487220971,0.5851648351648352,0.3008474576271186,0.0469,0.95,0.0017667844522968,0.0035335689045936,0.5,0.0012,0.95,0.6092220874567564,0.8617021276595744,0.5547945205479452,0.3615,0.95
faster_rcnn,plain,4,pretrained,val,0.437881186038331,0.3297924079392785,0.4776570048309178,0.5506472491909385,0.4776570048309178,0.0240229330514935,0.1019417475728155,0.1141304347826086,0.0064,0.95,1.0,1.0,1.0,0.0303,0.95,0.2896206250634994,0.55,0.3188405797101449,0.0944,0.95
faster_rcnn,plain,4,scratch,test,0.3273889424729021,0.2237553737161992,0.4719384464566725,0.5407075902449506,0.4719384464566725,0.4221992660952187,0.7681564245810056,0.3884180790960452,0.0863,0.95,0.0064125156641604,0.0078125,0.5,0.1034,0.95,0.5535550456593272,0.8461538461538461,0.5273972602739726,0.7831,0.95
faster_rcnn,plain,4,scratch,val,0.4296191669828745,0.1257682974071901,0.5253623188405797,0.5663565891472868,0.5253623188405797,0.1555521983357447,0.42,0.2282608695652173,0.0065,0.95,1.0,1.0,1.0,0.1882,0.95,0.1333053026128788,0.2790697674418604,0.3478260869565217,0.0206,0.95
faster_rcnn,clahe,0,pretrained,test,0.2314791345973948,0.1328836408851511,0.4253282769651472,0.3107953200212159,0.4253282769651472,0.1913674966005169,0.3682008368200837,0.2485875706214689,0.1096,0.95,0.0010706638115631,0.0021413276231263,0.5,0.0036,0.95,0.5019992433801044,0.5620437956204379,0.5273972602739726,0.5855,0.95
faster_rcnn,clahe,0,pretrained,val,0.0670560954470331,0.0373338975619695,0.1358695652173913,0.124360380116959,0.1358695652173913,0.0203160141667552,0.0572916666666666,0.0597826086956521,0.0686,0.95,0.0,0.0,0.0,0.0243,0.95,0.1808522721743443,0.3157894736842105,0.3478260869565217,0.2213,0.95
faster_rcnn,clahe,0,scratch,test,0.309564388457166,0.1925331435946655,0.4580785800892603,0.4397980427480535,0.4580785800892603,0.4252674682059127,0.5559322033898305,0.4632768361581921,0.1369,0.95,0.0019841269841269,0.0039682539682539,0.5,0.0236,0.95,0.5014415701814582,0.759493670886076,0.410958904109589,0.8968,0.95
faster_rcnn,clahe,0,scratch,val,0.3973666235463886,0.2340419925554441,0.4853562801932367,0.4855132037867464,0.4853562801932367,0.1160361971686875,0.2982062780269058,0.1807065217391304,0.0566,0.95,1.0,1.0,1.0,0.2864,0.95,0.0760636734704783,0.1583333333333333,0.2753623188405797,0.1679,0.95
faster_rcnn,clahe,1,pretrained,test,0.2733891599849316,0.1524246638676908,0.2996672084204009,0.3671717171717172,0.2996672084204009,0.3039887586284131,0.4727272727272727,0.3305084745762712,0.0379,0.95,0.0,0.0,0.0,0.3439,0.95,0.5161787213263817,0.6287878787878788,0.5684931506849316,0.5945,0.95
faster_rcnn,clahe,1,pretrained,val,0.0569730023370185,0.0315645119164962,0.1200181159420289,0.1305081118102821,0.1200181159420289,0.0149980817943993,0.0684474123539232,0.0557065217391304,0.0299,0.95,0.0,0.0,0.0,0.0186,0.95,0.1559209252166563,0.3230769230769231,0.3043478260869565,0.2074,0.95
faster_rcnn,clahe,1,scratch,test,0.3202607921565237,0.2100404979013757,0.5098870056497176,0.4607010857010856,0.5098870056497176,0.484944970674001,0.6756756756756757,0.5296610169491526,0.2517,0.95,0.0042285368372324,0.0045045045045045,0.5,0.0202,0.95,0.4716088689583377,0.7019230769230769,0.5,0.799,0.95
faster_rcnn,clahe,1,scratch,val,0.466510437387339,0.3419831607989156,0.5839371980676329,0.5951916829109811,0.5839371980676329,0.2019848780003975,0.5263157894736842,0.2445652173913043,0.149,0.95,1.0,1.0,1.0,0.2087,0.95,0.1975464341616197,0.2592592592592592,0.5072463768115942,0.0467,0.95
faster_rcnn,clahe,2,pretrained,test,0.310604070952486,0.1580673752916473,0.3227368882697418,0.4261959403884757,0.3227368882697418,0.3742365984116809,0.5811088295687885,0.3997175141242938,0.0285,0.95,0.0,0.0,0.0,0.0533,0.95,0.5575756144457772,0.6974789915966386,0.5684931506849316,0.4968,0.95
faster_rcnn,clahe,2,pretrained,val,0.0864581536616314,0.0467701022532072,0.1482487922705314,0.2142358383520991,0.1482487922705314,0.0396522867738689,0.1865671641791045,0.0679347826086956,0.0402,0.95,0.0,0.0,0.0,0.0172,0.95,0.2197221742110253,0.4561403508771929,0.3768115942028985,0.1941,0.95
faster_rcnn,clahe,2,scratch,test,0.3953931309562868,0.2668557706523641,0.5651781337873746,0.5134052759415378,0.5651781337873746,0.609461945256947,0.8299595141700404,0.5790960451977402,0.4568,0.95,0.0007974481658692,0.0015948963317384,0.5,0.0101,0.95,0.5759199994460442,0.7086614173228346,0.6164383561643836,0.2899,0.95
faster_rcnn,clahe,2,scratch,val,0.097955207174804,0.061563059064124,0.4897342995169082,0.2861833831570105,0.4897342995169082,0.196460879335778,0.6381322957198443,0.2228260869565217,0.1365,0.95,0.0024691358024691,0.0024691358024691,1.0,0.006,0.95,0.0949356063861648,0.2179487179487179,0.2463768115942029,0.1216,0.95
faster_rcnn,clahe,3,pretrained,test,0.3159349701055432,0.173032982261664,0.3297474395686608,0.4216008006330587,0.3297474395686608,0.3064353285422521,0.5299539170506913,0.3248587570621469,0.0773,0.95,0.0,0.0,0.0,0.6541,0.95,0.6413695817743775,0.7348484848484849,0.6643835616438356,0.549,0.95
faster_rcnn,clahe,3,pretrained,val,0.0419746834324948,0.0232326608238998,0.107487922705314,0.1167113494191242,0.107487922705314,0.0449777151306032,0.1501340482573726,0.0760869565217391,0.0465,0.95,0.0,0.0,0.0,0.016,0.95,0.0809463351668812,0.2,0.2463768115942029,0.3153,0.95
faster_rcnn,clahe,3,scratch,test,0.4527006019332344,0.2933148398132779,0.5353816784046642,0.6328572167882834,0.5353816784046642,0.5842523675137505,0.7614035087719299,0.6129943502824858,0.3181,0.95,0.2785714285714286,0.5,0.5,0.0803,0.95,0.4952780097145244,0.6371681415929203,0.4931506849315068,0.1783,0.95
faster_rcnn,clahe,3,scratch,val,0.2588229239316823,0.1886961113674672,0.5378925120772947,0.3944977284199898,0.5378925120772947,0.194685900224658,0.5406360424028268,0.2078804347826087,0.1294,0.95,0.5,0.5,1.0,0.0301,0.95,0.0817828715703889,0.1428571428571428,0.4057971014492754,0.0076,0.95
faster_rcnn,clahe,4,pretrained,test,0.2470239682432463,0.1364578148922197,0.4076761344581173,0.4293105186768883,0.4076761344581173,0.2526205393796991,0.4882506527415143,0.2641242937853107,0.0683,0.95,0.0010309278350515,0.002061855670103,0.5,0.0017,0.95,0.4874204375149885,0.7976190476190477,0.4589041095890411,0.7431,0.95
faster_rcnn,clahe,4,pretrained,val,0.0173255258351032,0.0082180395756008,0.0960144927536231,0.0566327667710642,0.0960144927536231,0.0070999128322652,0.0552486187845303,0.0271739130434782,0.1054,0.95,0.0,0.0,0.0,0.0145,0.95,0.0448766646730444,0.1146496815286624,0.2608695652173913,0.0671,0.95
faster_rcnn,clahe,4,scratch,test,0.3110689753578345,0.2077722772231199,0.4517387715089132,0.5005069134364417,0.4517387715089132,0.2963065866317474,0.5686274509803921,0.2867231638418079,0.0759,0.95,0.0577827270477604,0.1111111111111111,0.5,0.1106,0.95,0.5791176123939958,0.8217821782178217,0.5684931506849316,0.132,0.95
faster_rcnn,clahe,4,scratch,val,0.4291474708882136,0.2936447563074442,0.4951690821256038,0.593939393939394,0.4951690821256038,0.1079516992157609,0.3636363636363636,0.1521739130434782,0.032,0.95,1.0,1.0,1.0,0.5327,0.95,0.1794907134488799,0.4181818181818181,0.3333333333333333,0.0415,0.95
